study_hours_per_day,focus_session_minutes,productive_minutes,distraction_minutes,idle_time_minutes,completed_tasks,pending_tasks,deadline_completion_rate,coding_hours,reading_hours,revision_hours,quiz_score,practice_questions,sleep_hours,break_frequency,focus_score,xp_earned,current_level,streak_days,skills_completed,productivity_score
5.2,101.2,259.8,115.6,88.5,5,12,76.79,2.36,1.99,1.79,76.99,56,7.1,4,73.01,12528,33,157,30,63.16
5.49,203.2,305.3,162.6,39.3,9,9,69.94,1.59,1.79,1.3,81.72,60,9.09,4,73.87,17021,37,203,30,70.94
7.27,216.5,367.7,65.9,41.0,11,6,79.31,2.12,2.31,1.86,75.24,75,7.44,6,88.53,19866,40,192,36,85.91
7.01,169.4,331.6,115.5,80.8,12,5,86.51,3.64,1.69,1.93,72.41,79,9.3,4,82.12,14745,31,260,34,85.06
8.24,244.7,412.0,150.4,62.7,9,7,79.92,3.82,2.81,1.79,79.71,75,7.66,3,95.82,17666,39,258,33,91.1
1.76,86.2,109.0,273.1,134.9,0,17,37.76,1.33,0.91,0.28,35.66,8,7.95,8,36.96,2674,3,27,2,15.29
3.33,60.0,104.2,195.3,104.5,4,17,63.41,1.29,0.61,1.03,55.89,40,7.32,6,48.73,6855,14,90,15,34.01
5.51,164.1,246.1,118.6,29.3,11,14,88.07,1.34,1.63,1.27,77.58,66,7.41,4,79.14,17504,38,242,38,75.44
2.52,82.1,133.6,212.2,61.4,3,12,47.42,1.03,0.0,0.74,73.63,14,7.29,7,43.86,8933,16,64,20,39.67
5.86,156.3,262.2,175.4,97.0,8,7,72.48,1.86,1.86,1.69,84.72,69,8.69,4,80.28,16697,32,237,39,73.14
5.57,169.8,265.4,101.6,56.8,11,10,66.08,1.9,1.78,1.47,59.42,53,6.74,5,66.61,11720,20,154,25,65.44
7.28,195.8,335.3,76.0,64.6,9,8,84.98,1.74,2.35,2.23,80.81,64,6.65,0,71.08,16202,31,291,37,81.33
6.68,212.5,297.2,84.6,87.6,9,6,89.05,2.59,2.39,1.51,84.49,72,8.32,1,94.92,20275,41,274,37,82.08
4.75,155.2,225.6,221.5,111.0,8,10,58.71,2.14,1.39,1.15,64.73,43,6.96,5,59.35,9336,28,123,21,44.74
6.41,205.9,365.3,224.0,84.8,11,11,53.29,2.7,2.07,1.95,77.51,59,8.19,3,75.05,14424,37,232,28,77.95
5.97,188.1,291.7,99.6,72.8,12,6,81.23,2.26,1.91,0.98,72.71,64,7.14,3,78.31,15434,35,277,37,78.89
6.99,247.0,373.5,103.3,95.4,11,4,78.2,2.89,3.2,1.56,79.78,75,7.47,4,79.65,16555,40,216,37,87.05
3.62,134.3,223.2,216.6,84.5,5,14,44.37,1.58,1.43,1.16,53.76,40,8.33,7,58.98,8398,10,155,12,38.2
1.52,50.2,68.7,270.5,126.4,4,13,47.8,1.48,0.64,0.43,49.47,27,5.71,5,49.38,3222,11,151,14,36.44
5.15,181.3,288.0,159.6,65.0,8,4,71.01,2.05,2.27,0.89,79.88,50,7.5,4,75.02,17100,32,199,32,76.56
5.86,165.9,297.1,99.5,87.0,8,9,62.94,2.59,0.95,1.4,69.48,58,7.58,3,76.69,15828,32,167,31,66.02
3.82,93.6,158.3,218.4,97.6,6,14,48.09,2.28,0.93,1.12,64.32,29,8.02,4,49.47,7528,20,154,14,44.83
6.71,172.5,318.3,109.6,37.5,11,3,80.36,2.84,1.95,1.93,82.87,62,8.78,2,78.73,17740,42,266,37,85.8
4.67,145.6,196.2,148.6,145.6,8,7,67.57,2.65,1.47,1.15,59.31,42,7.06,7,58.16,11303,24,150,25,58.55
6.08,126.6,315.4,235.9,117.6,6,8,59.04,2.81,2.38,1.12,66.99,31,7.69,6,58.93,10200,21,190,19,53.89
3.91,139.6,224.5,212.7,104.2,3,7,63.48,1.69,1.22,0.87,58.74,29,6.79,5,60.08,10977,16,154,21,38.98
6.55,211.0,317.9,102.0,105.9,9,8,65.7,3.28,2.3,1.02,77.26,63,6.99,3,63.68,16467,33,169,28,64.7
4.13,134.1,189.0,228.1,177.8,2,12,34.43,1.47,1.56,0.94,62.3,48,6.81,6,48.24,6499,16,127,13,38.53
6.37,135.5,280.3,69.8,107.9,10,7,71.69,3.09,1.75,0.88,84.64,69,7.54,2,76.54,14602,36,276,36,76.97
1.71,21.0,46.7,231.0,127.0,3,13,42.83,1.36,0.35,0.8,52.1,24,6.53,6,40.33,7706,12,66,8,27.62
4.88,174.4,246.2,178.4,102.1,6,8,47.37,0.84,0.98,1.23,74.95,34,8.69,5,67.01,9270,28,140,20,50.16
5.89,191.6,321.6,153.9,50.7,10,10,73.48,2.56,1.65,1.1,65.95,56,6.94,4,76.08,13282,28,197,34,70.84
6.7,234.0,379.4,112.9,59.9,10,6,81.16,2.6,2.4,2.09,66.54,62,8.22,4,63.64,16547,32,197,28,74.63
4.75,158.8,248.0,212.8,139.8,4,11,60.42,1.78,1.02,1.14,47.26,40,8.35,7,33.94,9055,17,91,10,33.03
5.13,124.9,219.5,216.3,15.8,9,11,59.19,1.82,1.88,1.12,67.08,60,7.45,3,81.06,17506,30,244,34,69.96
6.56,167.1,301.1,153.7,65.2,7,11,66.95,2.54,1.33,1.24,65.0,67,6.84,5,64.33,11605,27,151,26,70.95
5.76,157.1,296.2,137.2,102.6,10,10,73.37,1.63,2.54,1.17,60.22,49,6.36,4,70.43,15657,33,237,35,64.15
2.1,103.0,154.3,271.9,117.8,2,12,45.18,0.33,0.03,0.59,42.66,31,6.42,6,33.6,5363,11,56,13,21.75
1.91,61.6,91.5,204.0,127.6,4,13,42.85,0.83,0.29,0.64,61.31,6,6.84,6,50.04,5907,13,194,8,35.11
5.07,162.8,226.2,149.0,111.9,7,12,61.8,2.01,1.33,1.71,75.81,58,8.37,4,57.68,12027,25,155,26,61.32
5.42,202.3,331.9,96.7,76.9,7,4,89.23,2.05,1.2,1.86,91.76,66,7.16,2,71.09,16358,35,237,34,77.88
6.55,182.4,294.6,52.1,72.8,10,9,53.74,2.89,2.02,2.11,96.22,79,6.67,4,72.92,16731,36,259,34,82.97
5.15,195.1,291.5,131.5,128.3,4,15,61.26,1.92,0.3,1.1,59.49,35,7.98,3,58.63,11980,18,113,23,57.63
5.95,222.4,318.9,148.6,40.4,7,10,81.47,2.94,0.96,1.57,95.72,65,9.1,4,72.25,15543,27,180,31,72.65
7.43,207.0,369.7,121.7,18.4,10,5,87.63,2.93,1.77,1.98,93.82,71,7.44,2,83.2,21797,42,288,37,87.41
6.32,237.3,398.7,61.8,87.8,13,7,67.3,2.11,2.45,1.45,79.53,69,8.0,5,71.17,15992,31,238,32,80.94
2.03,90.1,131.4,234.6,118.1,3,15,33.05,0.61,0.0,0.97,50.74,20,6.4,8,38.87,2315,7,0,2,14.13
7.44,210.0,362.1,71.6,75.0,9,5,75.41,3.24,2.7,1.44,83.03,53,5.87,2,71.8,12749,28,216,29,82.51
3.76,137.0,221.7,230.3,138.1,4,16,52.27,2.36,0.92,1.32,62.28,10,7.7,5,43.21,3984,11,83,7,38.39
5.61,119.4,271.1,125.5,83.7,7,7,72.05,1.96,1.16,1.79,87.38,47,7.32,5,75.55,13788,32,197,25,71.31
6.5,249.0,355.0,151.8,92.9,11,13,78.29,1.55,1.04,1.59,76.64,60,5.47,2,72.93,14159,36,247,34,72.34
5.35,176.9,300.9,121.1,134.3,8,15,68.74,1.37,1.01,1.56,69.89,50,7.05,4,70.59,15622,24,202,30,62.4
3.52,102.4,137.4,167.5,90.7,4,13,50.56,1.16,1.94,0.93,45.22,28,4.99,5,51.34,6248,15,149,13,33.4
0.99,10.0,0.0,137.0,147.9,5,16,36.13,1.25,0.5,0.5,45.76,28,7.5,6,35.31,5960,12,20,5,29.25
6.62,228.7,349.3,46.4,70.6,8,4,75.17,2.98,1.52,1.63,90.65,81,8.48,3,82.25,17761,34,206,34,89.31
6.02,177.7,253.3,84.8,86.3,11,7,73.08,1.74,2.12,1.71,79.16,74,8.31,2,80.89,18071,42,244,40,70.12
6.84,223.3,373.3,185.0,72.7,10,4,78.8,2.9,1.81,1.71,84.81,62,8.1,2,87.18,19636,37,261,38,80.53
2.49,96.7,128.4,203.1,146.1,10,11,53.3,0.99,0.58,0.74,55.05,25,6.77,6,39.24,4468,10,110,14,39.54
5.51,190.5,262.9,36.6,78.6,8,8,77.84,1.77,1.5,1.06,83.72,59,7.42,5,79.84,16978,35,243,30,76.71
4.29,105.0,198.1,230.2,123.4,7,10,50.99,1.86,1.27,0.56,62.58,22,7.63,3,57.3,6506,20,141,13,55.42
2.32,37.1,63.6,214.5,183.4,3,15,46.16,0.09,1.18,0.79,52.63,7,5.5,6,43.36,4931,10,14,10,22.99
6.94,174.7,325.4,110.4,80.9,10,4,76.1,3.01,2.76,1.73,84.63,59,5.71,3,68.21,14010,31,204,28,76.86
6.25,171.1,301.5,248.1,41.3,6,13,50.08,2.34,1.91,0.92,75.58,37,7.79,5,62.26,10257,24,150,23,65.22
2.87,59.4,141.5,164.6,138.5,5,11,42.82,0.88,1.02,0.26,51.48,14,7.6,7,45.23,2565,9,34,8,38.48
6.77,248.9,340.5,215.2,56.3,8,9,61.03,2.36,1.78,1.79,74.67,67,4.37,5,59.62,11370,31,180,27,63.92
3.44,129.1,183.5,237.2,123.1,1,12,23.39,2.01,0.21,0.44,51.89,10,9.12,6,33.01,5035,9,35,2,21.1
0.5,10.0,21.1,249.3,151.7,2,13,31.29,0.0,0.47,0.38,38.48,10,7.13,7,22.42,1526,2,30,2,7.52
7.37,265.5,434.8,156.4,78.4,7,8,95.18,2.61,2.92,2.0,82.44,66,8.36,4,78.61,18219,35,235,35,83.15
3.88,92.6,133.3,228.0,130.4,5,10,49.14,1.51,0.96,0.4,54.68,36,6.14,5,54.2,9041,18,114,23,46.06
2.52,66.2,145.1,255.4,129.7,0,14,40.16,1.4,1.1,0.0,48.87,12,7.72,10,28.07,1294,3,5,0,7.82
3.25,123.1,182.3,243.1,124.2,6,13,53.72,0.9,0.91,0.93,68.21,17,7.44,6,42.05,11579,19,112,17,34.68
2.64,60.8,152.6,235.0,179.2,5,11,54.04,1.23,1.08,0.64,61.69,16,7.36,6,41.68,8872,12,100,14,34.8
4.27,105.7,205.2,181.9,95.4,7,12,51.07,2.16,1.43,0.94,60.49,63,6.6,3,64.98,9053,21,104,14,58.86
8.25,234.6,359.9,50.2,60.4,12,10,80.59,3.58,3.04,2.12,97.75,80,9.0,3,95.34,18018,41,268,41,90.07
6.29,207.3,336.6,89.6,76.2,12,6,84.27,2.52,2.7,1.52,90.76,53,6.44,2,85.07,16825,40,266,38,83.22
5.51,162.9,264.0,217.9,102.2,7,10,58.44,2.4,1.54,1.13,70.14,52,7.92,6,69.91,14334,29,119,21,56.52
6.36,190.1,314.8,97.9,78.8,9,8,81.64,2.65,1.58,1.33,80.83,58,7.68,4,59.51,14332,33,172,30,78.49
5.01,161.2,280.7,253.2,102.4,3,14,59.33,1.94,0.68,1.24,48.76,31,6.71,5,36.63,5393,18,95,14,43.49
5.97,175.6,290.9,137.7,103.1,7,6,60.58,2.66,1.91,1.12,67.2,59,8.93,7,72.76,16852,25,138,29,61.81
4.97,163.4,298.6,211.8,76.5,11,8,71.75,2.32,1.44,0.67,69.29,41,7.54,3,82.57,13977,31,193,22,70.52
3.66,146.6,220.3,184.4,103.9,4,12,45.45,1.3,1.15,1.52,68.54,32,6.13,7,37.04,6574,14,131,15,28.58
8.09,300.0,466.4,35.2,73.8,13,4,82.76,2.85,1.86,1.94,90.63,74,6.67,3,81.3,18667,44,210,43,84.16
4.93,122.9,235.8,164.8,96.1,9,7,68.39,1.68,1.3,1.12,73.0,65,5.88,4,67.01,11590,24,169,27,71.91
4.77,129.2,228.4,149.7,111.4,8,8,54.71,2.04,1.51,0.88,83.47,54,7.65,4,61.18,12466,30,146,27,56.15
4.97,160.6,233.0,248.1,120.2,5,13,64.72,2.15,0.82,1.85,72.87,37,6.63,4,58.66,8303,15,126,22,53.04
7.01,211.7,358.5,43.7,14.7,12,3,69.83,2.69,1.91,1.73,77.71,80,6.54,3,84.3,17832,44,295,39,92.38
7.15,228.6,376.0,155.9,43.4,10,5,71.35,3.09,1.51,1.59,82.97,68,8.5,4,79.19,18523,36,330,39,86.92
3.35,77.3,143.6,138.7,113.0,6,12,42.98,0.76,0.87,0.58,59.45,18,6.58,7,56.95,10471,21,202,14,43.9
6.5,198.5,322.3,125.9,88.2,12,7,71.36,3.0,1.9,1.56,72.28,62,5.89,5,69.38,11101,37,190,34,71.37
3.36,137.4,233.3,234.8,118.7,2,13,40.8,1.52,1.14,0.46,41.68,16,9.27,7,40.64,5585,8,70,10,30.44
3.94,136.3,184.2,141.9,155.8,4,9,51.91,1.49,1.38,0.85,46.96,34,7.89,6,41.12,10876,18,79,13,46.67
3.66,113.9,170.7,124.6,92.9,6,15,58.84,0.87,1.48,1.36,56.74,35,8.15,5,47.36,9186,21,143,17,49.5
5.68,150.6,255.7,144.6,142.0,7,9,54.1,1.48,1.5,0.41,55.63,17,6.81,4,51.71,9474,21,132,20,56.42
3.78,149.8,203.3,226.7,70.8,5,15,52.66,1.85,0.21,1.05,63.3,46,7.67,4,55.04,10590,22,102,23,46.08
3.06,120.1,163.9,249.4,93.6,6,13,51.35,0.74,0.6,0.71,65.66,40,7.01,7,50.47,7660,19,147,12,32.33
6.0,208.9,345.6,178.1,97.7,7,5,63.24,2.17,1.62,1.73,62.55,47,8.33,4,82.34,15682,28,224,31,68.5
1.86,58.0,87.1,270.0,136.7,6,15,48.7,0.65,0.69,0.4,53.88,23,5.64,9,41.28,3915,13,87,13,15.63
4.72,152.1,253.9,135.5,79.4,7,12,55.51,1.36,1.15,1.23,60.94,51,5.48,5,68.3,12098,24,159,21,48.77
5.34,201.3,288.4,121.2,43.3,10,7,92.13,2.08,1.38,0.53,65.05,75,6.79,5,69.31,13311,38,222,32,73.98
5.73,197.7,246.1,152.7,82.4,8,6,70.7,2.56,1.72,1.39,68.24,58,6.96,2,62.58,17380,40,224,31,74.49
5.43,130.8,230.2,108.4,40.9,8,7,69.42,1.46,1.6,1.64,86.48,54,6.92,3,75.2,13355,29,215,30,76.08
6.97,218.6,351.0,150.2,68.7,7,6,72.56,2.31,1.36,1.5,68.83,37,4.0,5,52.47,12019,26,230,24,64.16
4.48,124.1,219.7,139.9,144.0,5,10,48.57,1.89,1.36,0.67,51.57,38,9.02,2,61.09,8066,20,147,20,50.07
4.6,147.7,223.9,217.2,118.9,5,14,48.77,1.3,1.28,1.29,55.83,22,5.79,6,35.39,5063,14,48,14,38.98
7.05,218.2,329.8,178.2,71.0,6,6,91.38,2.42,2.44,1.68,80.18,59,6.39,5,68.23,16100,37,242,34,75.03
5.43,166.9,332.9,154.1,87.9,8,8,53.8,2.68,1.59,1.31,46.54,31,8.29,4,53.97,9591,17,143,20,54.14
6.58,207.6,326.2,100.2,30.5,12,6,80.33,2.63,1.69,2.23,83.16,74,6.71,5,89.1,13180,38,257,37,85.1
4.98,171.2,278.4,124.5,110.3,6,10,62.67,1.78,1.26,1.43,71.76,54,6.87,5,76.48,13124,26,200,24,67.15
5.59,150.3,254.2,223.7,115.0,5,11,53.87,2.31,1.72,1.43,50.99,53,7.96,6,61.16,10221,20,146,19,53.96
4.41,164.0,203.8,233.3,144.8,6,9,65.24,2.28,1.36,0.76,63.35,44,9.24,5,67.73,8360,20,147,25,56.28
5.21,137.6,209.1,123.4,71.4,9,6,75.23,2.0,1.53,1.86,86.7,31,4.75,5,67.26,13386,29,213,28,70.08
3.82,81.2,198.3,147.3,116.3,7,8,55.95,1.75,1.03,1.07,72.23,43,7.26,6,64.02,13123,29,148,26,54.18
3.76,135.4,192.7,182.3,132.7,5,12,27.24,2.24,0.86,1.0,63.84,24,7.23,8,48.2,4159,16,86,17,32.33
4.69,116.5,220.0,131.0,99.7,7,10,48.3,1.41,2.02,1.03,66.69,59,7.34,3,70.11,13122,30,204,26,63.86
5.36,115.8,233.8,191.9,71.4,8,9,63.27,1.83,1.82,1.73,75.33,69,7.28,4,60.43,13854,27,216,27,70.55
8.16,246.7,420.3,65.4,38.4,12,8,81.23,2.97,3.0,2.18,96.76,66,7.41,3,89.8,14356,43,258,34,95.2
4.57,91.1,166.7,157.8,75.6,8,6,54.06,1.13,1.39,1.22,73.07,39,6.43,4,61.64,9879,31,183,23,54.89
4.78,109.6,251.2,209.2,119.6,5,9,46.39,1.47,1.14,2.29,70.01,16,6.23,3,59.94,8623,23,94,15,52.87
5.87,142.0,261.5,43.5,99.6,8,6,72.74,1.75,1.52,1.45,77.19,65,5.96,4,65.29,17087,30,189,27,71.95
1.01,24.4,36.5,191.9,138.9,5,14,26.94,0.0,0.78,0.84,36.86,14,4.4,8,36.53,3445,5,94,6,7.5
4.87,147.2,267.4,163.0,66.6,9,10,73.81,2.48,1.13,1.52,62.67,49,8.25,3,73.72,12723,30,233,31,67.57
8.36,251.5,394.0,32.6,36.0,11,6,75.18,2.56,3.29,2.36,80.51,57,7.23,2,71.99,18101,39,305,39,82.33
3.35,101.6,171.9,258.5,94.1,4,17,43.85,2.5,1.78,0.63,54.98,9,7.93,6,44.94,3318,7,47,5,35.31
8.73,204.5,381.4,114.3,32.2,12,11,88.46,4.06,2.76,2.09,72.88,70,10.0,4,79.75,18536,40,261,35,89.25
5.0,159.5,261.6,147.9,133.6,7,9,66.18,2.07,1.98,1.14,82.06,54,7.22,6,60.1,12883,29,145,23,52.86
4.7,149.1,251.8,215.2,84.7,6,12,57.0,2.22,1.05,1.14,60.21,35,6.77,5,58.94,11271,22,206,29,47.99
8.82,256.9,467.5,70.1,53.7,11,5,71.69,3.6,3.01,2.51,75.37,77,4.53,3,86.58,17729,35,271,32,79.05
4.78,154.7,242.8,163.7,94.2,6,8,74.31,1.94,1.57,1.52,83.96,44,6.84,4,67.95,13770,25,239,23,63.07
5.85,164.1,294.4,202.0,127.4,6,10,57.78,2.08,1.55,1.88,74.67,55,8.32,4,68.76,12475,24,162,24,61.0
3.94,109.0,201.6,230.3,98.0,4,11,35.42,0.84,0.58,0.9,45.27,25,8.12,6,44.14,4779,11,117,8,39.39
7.21,179.4,315.9,142.0,62.0,11,6,89.6,3.57,1.63,2.16,83.95,59,8.23,3,90.19,19512,42,251,40,83.55
6.39,198.7,284.2,14.2,81.0,9,11,91.63,2.81,1.26,2.27,72.64,61,8.12,4,67.47,15776,30,267,31,83.31
2.53,80.3,138.0,235.9,103.4,5,13,47.67,0.78,0.21,0.61,59.88,36,9.47,4,54.42,4187,15,153,15,42.11
5.24,152.6,266.4,146.2,69.3,4,10,68.5,3.06,2.34,1.55,57.96,60,5.6,5,58.95,9158,26,177,26,57.38
5.76,192.5,307.1,110.5,21.8,11,8,80.28,1.98,1.91,1.62,76.8,67,6.14,3,87.03,21060,36,313,34,84.37
4.9,146.7,284.8,147.5,47.5,9,11,63.97,2.13,1.09,1.7,70.32,66,6.55,5,68.92,8665,27,210,21,65.7
2.62,85.3,77.8,289.6,149.4,5,15,36.62,0.39,0.62,1.0,59.1,11,8.21,6,29.31,4586,1,92,8,19.09
1.88,54.1,105.5,237.1,155.1,3,17,41.15,0.84,1.17,0.55,50.99,16,5.4,5,40.62,4325,9,54,5,26.08
3.37,129.5,210.7,245.4,63.9,5,11,42.03,1.65,1.09,1.1,52.35,40,7.97,7,47.55,8882,18,115,22,39.29
5.07,169.2,295.6,124.8,77.0,6,10,50.49,2.37,1.54,1.53,75.39,32,5.35,5,63.03,10338,19,142,26,65.68
2.75,118.9,134.4,235.7,97.8,4,12,46.71,0.75,1.17,0.51,51.7,12,6.46,7,40.98,4409,10,70,8,34.97
4.09,73.4,155.2,223.1,127.5,7,10,58.94,1.21,1.23,1.22,60.74,43,6.2,6,61.55,12625,21,165,21,50.76
5.91,154.7,249.9,115.1,103.4,5,10,52.23,1.79,1.25,1.54,60.8,43,6.58,4,60.76,13015,20,184,20,57.65
4.7,152.9,254.9,131.0,76.1,7,9,70.13,1.94,0.97,1.23,73.09,53,5.63,4,62.55,13479,28,197,22,60.14
3.82,115.8,231.5,228.1,143.0,2,12,48.84,1.24,1.67,0.99,56.34,16,9.04,6,39.08,5025,12,87,13,36.38
3.89,132.0,187.4,189.8,99.2,8,11,48.55,2.05,1.64,0.7,63.15,21,5.64,7,50.97,5757,20,77,15,37.61
4.29,92.0,185.8,242.5,95.6,5,12,49.6,1.8,1.69,0.88,55.02,34,7.61,6,45.04,7916,12,117,11,45.99
3.47,108.2,195.2,242.7,123.8,4,13,51.38,1.08,1.17,0.97,51.22,22,7.89,5,38.83,7208,14,72,10,30.08
7.16,221.5,362.8,188.8,67.4,7,9,77.75,2.38,2.23,1.62,67.37,54,7.09,6,68.64,13732,27,188,28,72.9
7.13,218.9,389.5,104.2,66.8,8,7,69.94,3.0,2.36,1.65,78.43,57,7.46,2,70.88,15732,35,270,32,89.49
4.67,96.6,189.1,244.5,142.1,4,11,54.21,2.21,1.87,1.38,50.67,31,7.17,7,38.95,4699,11,93,10,35.16
3.57,114.6,200.4,228.0,70.4,5,12,41.83,1.41,1.39,0.67,43.49,39,6.96,5,47.13,8145,15,108,12,48.1
3.14,78.6,197.2,220.2,83.3,5,15,43.05,1.11,0.87,0.4,52.38,11,6.98,8,46.56,5198,8,103,14,28.7
3.39,137.5,216.4,202.0,118.6,3,14,35.9,0.81,1.09,0.86,52.27,39,8.31,7,43.89,5442,17,73,14,36.02
3.23,73.8,167.1,225.0,87.8,3,10,45.36,0.87,0.38,0.58,56.2,17,7.68,6,41.83,6679,11,70,9,32.33
7.35,208.5,372.8,98.3,69.2,9,9,82.33,3.19,2.85,1.81,87.41,67,8.22,5,76.37,17885,42,301,35,76.84
7.69,234.0,368.8,112.9,71.7,10,6,69.23,3.06,2.51,2.47,90.38,64,8.83,6,79.48,16965,34,252,27,78.1
3.83,133.2,232.5,255.6,106.2,7,11,55.94,2.25,0.7,0.9,64.68,28,7.81,5,49.49,13283,20,204,20,52.04
7.99,212.8,354.1,30.0,58.8,9,8,89.62,3.11,1.9,1.89,82.31,70,6.78,4,82.57,19592,39,315,37,92.78
2.86,94.7,165.7,200.8,172.8,0,13,26.88,1.0,1.5,0.72,30.33,0,6.59,9,24.2,1903,2,35,7,0.65
1.5,45.7,73.4,334.8,105.0,2,15,28.21,0.0,1.06,0.0,41.56,21,7.43,9,39.12,3144,8,46,5,12.04
5.08,155.6,270.7,175.3,75.8,7,9,54.25,0.9,1.05,1.28,77.04,50,6.85,6,62.06,14244,28,187,27,58.32
5.01,169.5,257.6,169.1,147.5,7,8,55.5,2.17,1.6,1.46,66.54,53,6.89,6,65.29,12532,25,229,24,48.53
0.76,44.0,45.5,244.1,175.0,1,13,37.7,0.52,0.89,0.09,44.84,21,8.17,8,32.16,3124,5,80,1,10.3
4.06,78.7,158.2,157.4,38.5,7,10,64.16,1.3,1.86,1.32,69.65,39,5.48,5,61.33,11684,26,188,26,57.16
5.67,179.6,287.8,132.0,26.7,7,4,74.35,2.63,2.11,0.75,73.77,60,7.14,4,78.21,15895,31,218,29,76.18
4.82,147.6,259.0,143.8,64.4,8,8,74.64,1.44,0.86,1.48,71.36,47,7.84,4,63.81,14662,29,241,35,64.56
5.54,159.7,285.9,185.1,43.2,9,12,78.76,2.4,2.12,1.39,74.99,69,6.13,3,71.23,14178,31,228,32,63.06
5.11,133.2,243.6,123.5,61.2,9,10,73.9,1.63,2.21,1.5,78.75,57,8.55,7,52.98,14189,22,144,28,59.48
5.92,174.0,307.7,233.6,99.3,6,11,53.12,2.49,1.94,1.82,64.74,34,6.76,4,55.28,10623,27,148,23,60.76
3.28,77.9,174.1,169.8,61.0,8,10,57.41,1.26,0.63,0.77,53.48,41,7.77,5,56.77,12360,25,108,24,59.34
3.8,117.6,188.9,99.5,83.5,5,9,53.83,0.45,1.12,1.24,62.74,37,7.18,5,56.6,10098,20,119,12,53.46
8.0,207.1,375.6,117.6,82.8,9,6,81.07,3.73,2.99,2.51,73.1,84,6.87,6,78.45,18549,36,301,34,80.28
7.48,234.2,404.5,118.8,81.5,10,9,59.96,2.86,2.33,1.48,73.89,60,5.64,6,70.65,14784,28,203,25,66.78
4.73,116.2,234.0,187.7,46.8,8,8,75.47,1.08,1.05,0.87,87.78,66,6.48,4,66.04,12670,32,202,30,74.33
3.1,121.3,145.2,161.6,136.6,6,12,61.26,1.49,1.18,1.04,61.05,34,7.08,5,41.4,10010,16,151,19,47.21
6.19,173.7,323.0,52.4,14.3,13,5,97.48,2.21,2.16,1.65,85.72,68,6.65,2,85.88,19951,41,299,36,94.47
7.83,222.0,406.5,58.9,44.4,9,6,79.51,1.95,1.7,1.86,73.08,73,8.52,4,82.44,18584,38,306,29,78.88
4.81,158.2,233.3,178.3,117.2,2,9,57.85,2.7,2.24,1.41,62.45,34,6.51,4,55.03,6729,20,125,12,47.25
6.38,177.7,330.9,157.3,18.7,11,9,63.45,3.03,1.87,1.32,88.73,62,7.52,4,84.26,19516,37,285,36,84.11
5.49,157.4,274.1,122.3,112.3,7,11,51.04,2.68,2.0,1.28,74.62,46,6.23,5,65.71,11479,24,160,28,60.42
3.06,104.2,137.6,194.0,117.9,4,12,55.99,0.92,0.84,0.69,64.75,42,8.59,5,61.77,6869,19,117,14,45.73
2.42,75.7,116.6,315.0,169.6,1,12,30.23,0.67,0.63,0.4,46.92,10,8.36,8,27.56,546,6,0,0,9.96
3.56,153.2,257.0,121.5,85.0,6,13,38.32,1.22,1.57,1.08,54.11,28,7.3,5,48.36,9287,19,121,15,50.27
8.34,220.5,410.1,117.0,46.0,10,9,68.95,1.87,2.71,1.54,72.69,63,7.49,3,84.21,22091,39,297,44,85.15
2.08,93.5,131.8,250.3,152.9,0,14,23.12,0.0,0.65,0.49,40.34,20,6.84,9,27.8,2353,1,18,3,8.67
6.19,192.6,310.8,213.9,90.3,8,9,63.39,2.23,2.48,1.57,77.92,55,5.96,3,71.68,13558,29,172,24,61.83
6.04,200.9,333.7,130.9,101.9,7,8,61.53,2.43,1.42,1.61,64.4,46,4.07,3,55.92,12783,26,235,22,57.36
7.5,253.5,415.1,42.6,115.1,9,4,63.24,3.78,1.71,2.07,87.86,72,7.03,4,79.47,14513,35,188,31,80.73
3.93,130.6,180.3,163.0,141.1,5,8,64.78,1.26,0.63,1.11,64.04,17,5.09,6,51.59,6996,17,130,14,43.16
5.47,119.1,242.2,222.8,139.9,8,10,62.15,2.48,1.56,1.38,57.61,29,8.1,6,49.94,7896,19,170,15,45.7
4.18,120.4,238.2,165.2,68.3,14,7,72.85,0.99,0.85,1.68,86.77,60,6.91,4,79.02,16793,31,205,30,71.3
4.57,132.4,193.5,182.8,117.0,9,11,63.92,1.83,1.65,0.5,68.82,55,6.29,4,74.21,10458,21,118,21,52.99
3.55,82.0,201.4,211.7,98.8,5,11,48.4,1.31,0.95,0.96,54.85,23,5.87,6,54.81,7824,23,113,15,46.9
5.11,181.1,246.0,134.5,121.8,5,9,42.29,3.02,1.63,1.59,61.78,49,7.62,5,63.4,10094,20,125,16,59.51
2.24,100.1,123.4,247.5,159.2,5,13,33.19,0.29,1.01,0.34,43.96,0,6.8,8,44.31,2149,7,76,10,11.89
2.78,89.5,131.5,256.4,116.8,3,14,47.9,0.92,0.47,0.54,55.22,15,8.46,7,43.97,2692,13,77,10,16.17
3.58,119.7,184.3,222.7,63.4,2,8,49.17,1.47,1.41,1.52,74.14,36,6.94,6,54.12,11155,21,173,21,44.74
3.96,91.0,113.2,161.4,80.2,6,11,51.27,0.51,1.04,1.38,76.69,41,6.6,7,58.14,9422,21,72,19,43.0
3.84,94.1,200.2,181.2,130.9,4,16,46.33,1.48,1.32,1.14,54.25,38,7.38,5,55.32,4441,10,124,17,50.52
