study_hours_per_day,app_usage_minutes,idle_time_minutes,lms_logins_per_week,submission_offset_hours,completion_rate_percent,deadline_misses_30d,streak_days,avg_session_length_min,distraction_visits_per_day,sleep_hours,risk_level,is_procrastinator
3.73,151.5,41.2,11,29.2,72.1,5,15,41.8,12,6.65,Moderate,0
0.97,200.1,48.4,7,38.5,52.9,5,11,27.2,7,4.91,High,1
2.86,195.4,56.0,4,21.3,47.1,6,3,25.5,13,5.44,Moderate,1
5.27,77.9,50.8,10,16.5,71.2,5,9,53.1,3,5.4,Moderate,1
4.31,105.8,36.8,10,37.3,77.2,5,13,52.4,6,7.06,Moderate,0
1.71,206.2,40.5,8,1.8,46.0,10,0,21.6,6,5.49,High,1
4.17,63.7,30.5,9,22.1,72.6,5,19,37.6,4,5.9,Low,0
5.53,174.7,53.7,10,26.5,61.3,3,12,50.1,7,6.24,Moderate,0
3.67,129.7,26.0,11,-3.7,61.3,8,11,26.5,13,5.38,Moderate,1
1.55,153.7,85.8,3,-4.5,36.5,9,2,21.9,11,6.68,High,1
4.45,107.0,8.2,8,3.0,54.6,2,12,49.9,6,6.47,Moderate,0
5.44,162.4,55.7,10,14.8,79.0,4,7,47.6,10,5.92,Moderate,0
3.47,48.4,22.4,7,10.2,56.5,7,17,35.6,7,5.66,Moderate,0
4.65,27.7,14.1,14,38.3,81.2,3,12,40.3,4,5.47,Low,0
4.28,203.5,39.7,6,10.5,50.9,7,7,39.4,4,6.21,High,1
2.76,200.5,51.9,5,6.0,51.2,11,2,19.2,8,6.38,Moderate,0
3.49,256.7,61.1,6,-0.1,33.7,11,3,24.8,11,6.07,Moderate,1
7.2,60.4,4.8,13,46.2,83.1,2,20,56.8,3,8.29,Low,0
3.38,220.3,44.5,5,-1.6,46.3,10,7,25.0,16,5.14,High,1
4.28,174.2,73.4,5,-6.5,49.8,8,5,30.8,10,5.5,High,1
4.84,117.9,14.3,13,19.6,71.4,3,13,34.4,9,6.6,Moderate,0
3.2,239.4,64.0,5,-12.6,26.6,9,0,22.3,10,5.09,Moderate,1
3.44,120.9,28.7,8,15.7,72.5,8,7,45.8,8,5.62,Moderate,0
4.72,151.2,55.0,7,25.7,59.3,9,14,46.3,8,6.46,Low,0
4.03,81.0,5.6,11,33.9,65.7,3,18,42.1,1,8.35,Low,0
6.26,150.3,23.9,13,46.0,79.7,1,20,48.6,5,7.29,Low,0
3.47,160.3,17.6,11,37.7,47.7,7,12,40.0,4,5.92,Low,0
4.38,92.8,43.6,12,23.1,53.0,7,12,36.9,10,5.56,Moderate,0
5.17,78.4,31.4,9,38.0,85.9,3,22,47.8,2,6.52,Low,0
5.14,57.9,27.4,13,25.6,89.5,3,17,60.7,2,6.49,Low,0
2.79,121.2,49.8,7,9.2,53.6,10,9,39.8,9,6.52,Low,0
4.2,183.2,21.2,13,28.5,72.1,5,9,69.8,4,7.65,Moderate,0
5.48,55.2,41.2,7,29.2,78.3,1,16,40.7,1,6.13,Low,0
1.37,170.3,60.0,5,19.6,56.0,10,2,39.9,8,6.07,High,1
3.77,197.7,48.2,8,17.5,47.9,6,7,33.0,9,5.86,Moderate,0
4.74,22.4,26.6,11,60.6,100.0,0,20,37.6,5,6.02,Low,0
3.38,229.0,96.4,7,6.1,35.6,10,4,35.6,10,5.01,High,1
1.05,205.0,74.4,8,5.2,29.6,11,1,23.4,17,6.8,High,1
6.88,127.5,4.2,14,26.8,84.7,3,14,58.7,4,7.11,Low,0
1.08,223.7,46.2,10,-11.5,27.8,9,5,33.4,18,8.43,High,1
6.71,50.9,44.9,14,47.6,74.6,4,20,25.4,3,7.09,Moderate,1
5.71,113.2,52.8,10,16.9,79.7,6,11,45.9,10,7.07,Low,0
5.05,160.8,45.6,14,18.6,71.6,3,14,42.1,3,5.25,Moderate,0
5.9,84.3,11.8,15,39.0,67.5,0,15,48.3,6,5.9,Low,0
2.01,104.1,45.0,6,12.6,58.5,4,9,24.2,3,5.1,Low,0
1.67,189.8,20.9,8,9.5,55.2,6,7,27.5,8,7.4,Moderate,1
3.9,160.0,64.2,7,-4.1,53.0,8,7,28.1,8,6.27,Moderate,1
2.49,201.7,49.1,4,-0.2,52.1,9,3,33.1,12,4.28,Moderate,1
6.79,177.1,40.2,10,-3.9,61.4,6,4,46.7,8,6.75,Moderate,0
1.97,95.0,20.6,13,16.2,49.4,6,9,38.5,12,7.33,Moderate,1
4.32,221.9,66.5,4,-15.5,59.2,4,14,30.1,12,6.06,Moderate,1
1.73,222.6,61.8,6,-2.1,39.6,10,4,5.2,12,4.93,High,1
6.12,199.8,46.1,8,18.5,73.2,7,12,42.9,8,6.54,High,1
2.37,217.4,45.8,9,26.1,37.2,13,10,45.5,9,6.13,High,1
2.57,111.5,30.6,8,34.9,57.4,10,8,37.8,6,6.26,Moderate,1
3.91,186.6,42.0,10,26.0,59.9,5,11,51.8,9,6.96,Moderate,1
4.48,88.7,37.8,13,12.4,63.8,4,10,50.1,5,6.73,Low,0
0.53,185.8,79.6,6,-8.2,21.4,8,7,25.8,12,6.16,Moderate,1
4.76,86.5,22.4,10,29.6,61.0,5,15,47.1,9,7.06,Low,0
4.23,209.0,46.9,9,35.9,65.2,5,12,41.5,9,6.47,Low,0
3.18,160.4,47.1,6,4.2,45.7,8,7,39.9,12,6.4,High,1
2.89,168.9,40.5,3,9.8,31.9,8,5,47.7,12,5.0,High,1
7.41,31.0,43.0,13,47.5,91.7,2,17,61.2,2,7.43,Low,0
2.94,174.8,31.2,6,18.3,41.2,6,12,26.3,7,4.84,High,1
5.01,97.5,49.4,12,31.6,69.1,4,14,65.3,10,8.55,Moderate,0
4.19,156.5,44.2,10,1.2,48.5,7,9,30.1,7,6.78,Moderate,1
5.14,24.1,20.9,15,48.4,76.1,0,15,55.3,1,7.44,Low,0
7.09,57.2,36.2,11,44.3,81.1,0,17,32.3,4,6.85,Low,0
3.38,195.3,35.9,8,32.3,57.4,8,9,40.8,7,5.58,Low,0
5.49,99.9,0.0,9,38.9,82.9,1,16,46.0,2,7.54,Moderate,1
5.73,129.4,41.6,12,30.8,52.8,7,9,52.6,1,6.44,Moderate,0
3.35,166.7,44.1,8,5.4,48.8,10,8,42.6,13,5.99,High,1
1.09,210.2,64.5,6,3.6,39.9,10,0,46.6,10,5.72,High,1
1.25,193.9,45.2,7,-10.5,27.2,13,8,28.7,15,5.44,High,1
5.25,155.5,52.8,11,15.5,81.2,3,13,50.0,1,6.66,Low,0
2.96,208.6,60.1,8,10.7,42.6,8,9,40.1,7,6.5,Moderate,1
2.43,187.4,59.4,10,-9.3,50.9,6,5,56.2,13,6.78,High,1
5.2,168.4,46.4,11,23.2,63.1,4,9,28.9,4,6.54,Moderate,0
6.37,120.8,8.3,13,23.0,77.7,3,10,58.6,6,6.69,Low,0
4.39,201.4,62.1,10,29.6,56.6,8,8,34.1,9,6.67,High,1
5.62,56.1,25.6,9,19.7,70.1,1,13,38.6,2,5.77,Low,0
6.2,57.0,3.1,16,44.5,75.6,1,17,56.6,1,6.36,Low,0
4.92,120.8,42.6,8,43.7,78.6,4,12,32.6,9,5.49,Moderate,0
2.61,119.4,25.9,9,21.9,42.8,8,11,30.8,11,5.16,Moderate,1
3.32,158.0,32.1,12,17.9,71.6,3,17,47.0,8,6.89,Moderate,0
6.47,27.5,24.5,13,49.4,83.0,1,17,58.9,2,6.67,Low,0
0.92,256.0,41.3,7,-6.9,24.1,10,2,31.3,14,4.9,High,1
3.46,114.8,28.7,11,30.4,50.8,7,17,39.8,10,5.8,Moderate,1
3.52,135.3,26.3,12,25.9,78.9,4,13,57.6,8,6.41,Low,0
1.89,128.0,72.9,11,5.6,46.2,6,12,27.1,10,5.52,Moderate,1
5.06,131.6,64.6,7,29.1,57.9,10,7,44.3,4,6.21,Moderate,0
2.33,163.1,35.2,7,9.2,32.9,10,11,52.5,6,5.16,Moderate,0
4.4,166.2,6.4,9,28.8,76.8,6,15,49.0,5,6.72,Moderate,0
5.97,94.9,39.5,12,20.8,66.0,5,13,61.6,5,5.89,Moderate,0
4.46,62.5,20.5,11,33.3,79.6,6,12,44.4,7,5.88,Low,0
2.48,206.0,62.8,11,18.2,51.9,8,0,19.8,18,5.77,High,1
5.47,93.5,34.3,12,18.3,77.3,1,14,50.4,8,7.61,Low,0
5.49,59.7,9.8,12,51.4,92.6,4,18,30.5,0,5.22,Low,0
0.95,216.5,56.5,2,-14.0,44.5,8,3,20.8,10,7.45,High,1
6.78,39.2,8.7,16,52.7,96.9,0,20,65.1,0,8.07,Low,0
3.7,111.8,41.7,9,36.7,55.8,4,13,52.4,5,6.79,Moderate,0
3.06,223.8,40.2,7,23.3,49.3,7,1,42.2,11,7.04,Moderate,0
2.37,213.5,45.7,10,-9.3,43.3,5,7,24.2,11,4.79,High,1
5.12,145.4,4.1,13,31.0,69.1,6,12,44.6,6,6.59,Moderate,0
2.56,176.8,78.1,5,-15.6,42.3,9,10,29.6,13,6.58,High,1
5.72,164.2,48.3,11,28.3,66.0,6,10,29.5,7,4.76,Moderate,0
1.93,198.6,86.3,8,11.1,43.0,8,2,35.1,13,5.84,High,1
4.82,78.1,37.9,14,46.6,84.5,5,17,55.2,8,5.99,Low,0
2.56,124.1,46.4,11,12.9,59.3,2,13,33.2,4,6.53,Low,0
2.49,233.4,51.0,6,10.9,53.5,10,4,21.5,12,6.5,Moderate,1
3.29,214.2,61.4,4,17.0,42.1,9,6,45.6,13,5.47,High,1
4.9,153.3,48.8,8,38.8,66.0,4,12,54.4,2,7.17,Low,0
1.12,254.3,76.2,9,-3.9,28.2,9,5,17.5,7,5.79,High,1
3.01,165.7,29.3,7,-4.1,54.1,7,7,24.2,12,6.66,High,1
2.02,75.6,53.2,8,4.8,40.7,5,11,24.3,10,5.86,Moderate,1
5.18,88.8,18.9,12,24.2,78.3,1,19,55.5,5,7.39,Low,0
5.18,142.3,32.1,10,28.0,61.6,5,9,50.6,12,6.36,Low,0
1.29,146.9,37.4,7,18.8,46.3,9,11,38.3,10,5.22,High,1
3.39,222.9,55.2,7,0.9,60.2,10,10,29.9,7,6.47,High,1
4.14,37.4,16.3,11,31.1,83.2,3,18,49.0,2,7.24,Moderate,0
3.85,136.4,62.1,8,15.0,42.3,10,4,31.9,13,5.75,High,1
4.09,127.5,38.1,12,15.7,75.2,8,16,65.0,2,7.18,Moderate,0
3.16,128.1,36.9,10,48.9,81.8,3,13,38.4,6,5.71,Moderate,1
1.89,118.2,76.1,8,23.4,38.7,7,8,41.8,7,6.52,High,1
4.46,159.5,52.4,8,-2.8,59.0,9,12,15.7,10,6.78,Moderate,1
5.83,58.5,46.9,12,28.4,63.7,2,16,55.3,2,6.4,Moderate,0
4.3,84.6,61.0,9,4.5,51.4,9,11,41.2,8,4.77,Moderate,1
4.87,111.5,56.0,9,9.1,53.5,6,12,46.5,8,8.06,Moderate,0
5.39,156.6,55.1,11,23.7,60.9,4,14,42.0,11,5.22,Low,0
2.2,162.4,47.4,11,14.3,51.9,7,13,32.4,9,5.74,Moderate,0
4.89,96.2,36.3,9,18.8,62.7,4,10,43.8,11,4.8,Low,0
6.31,60.6,0.0,13,55.7,82.3,0,18,56.8,3,6.26,Low,0
4.47,187.3,41.2,3,4.4,57.7,8,1,41.2,7,6.7,High,1
3.26,227.4,77.2,8,22.5,24.5,9,4,14.5,5,4.48,High,1
3.72,148.3,20.1,9,-2.1,61.4,5,11,39.6,6,7.36,Moderate,0
5.48,74.7,35.5,13,37.7,97.4,2,20,46.9,0,4.91,Low,0
4.55,122.6,43.8,8,12.4,62.8,7,11,30.5,8,5.45,Moderate,0
5.57,0.0,33.8,14,36.2,82.2,3,16,37.5,0,4.56,Low,0
2.8,150.1,45.3,7,13.9,51.1,8,4,39.6,9,5.7,High,1
4.95,171.2,20.6,7,53.6,53.4,5,11,38.3,9,6.87,Moderate,1
2.31,185.6,70.0,5,32.0,44.2,10,8,18.1,13,6.82,High,1
1.46,205.2,64.1,5,-10.2,25.0,13,2,30.2,14,7.11,High,1
2.52,193.6,50.6,10,23.4,64.9,8,13,41.6,10,5.83,Moderate,0
2.95,133.4,9.1,12,24.1,58.5,4,11,47.3,3,8.39,Moderate,0
3.56,168.5,56.1,8,12.0,37.9,11,3,46.1,11,5.4,High,1
2.32,181.0,40.8,9,-26.5,47.3,11,2,26.5,9,6.95,High,1
5.77,111.0,14.9,10,43.0,70.1,1,17,58.0,1,7.71,Low,0
2.84,173.6,63.4,8,-6.7,44.4,11,5,42.1,15,6.13,High,1
5.65,34.3,39.9,8,10.5,74.1,2,14,31.9,1,6.86,Low,0
1.18,265.4,33.6,8,3.4,45.2,8,7,34.0,9,6.41,Moderate,1
3.65,85.7,48.2,12,12.2,46.4,5,2,38.6,8,6.3,Moderate,0
2.44,95.1,35.3,7,8.0,44.7,9,6,45.3,8,5.08,High,1
4.05,127.9,26.8,9,23.3,75.0,5,10,52.0,8,6.5,High,1
3.01,112.7,43.1,11,76.2,71.7,3,20,44.0,2,7.21,Low,0
5.38,90.8,17.4,11,24.6,65.1,5,10,45.4,3,5.84,Low,0
2.34,176.3,50.8,4,-0.5,52.2,10,1,30.3,12,5.52,High,1
4.73,74.5,28.6,7,33.9,75.5,1,19,25.2,5,5.17,Low,0
2.48,247.1,91.8,4,-11.4,38.8,9,5,49.6,12,6.24,High,1
2.98,182.4,57.9,4,-15.4,28.3,8,2,39.5,12,7.23,High,1
4.13,175.7,45.3,10,20.9,50.9,7,11,41.1,10,6.42,Moderate,1
0.36,241.0,54.6,7,-18.2,34.2,11,3,26.4,16,5.49,High,1
3.36,199.5,54.1,7,4.7,50.9,8,7,41.8,6,6.05,Moderate,1
3.52,55.1,33.5,10,23.0,73.4,1,15,49.6,4,6.95,Low,0
3.4,151.3,69.8,7,23.2,57.3,7,14,35.0,1,7.31,Moderate,1
5.73,75.4,23.2,9,29.3,75.2,5,13,43.1,6,7.9,Low,0
6.11,91.3,22.5,9,52.6,75.0,1,18,31.2,0,7.09,Moderate,0
4.87,151.3,45.7,7,8.2,60.2,8,9,40.4,0,7.01,Moderate,0
2.75,118.3,18.3,11,32.7,51.3,6,6,35.3,13,5.15,Moderate,0
4.37,63.1,21.0,12,26.2,70.5,1,16,54.6,4,6.94,Low,0
4.86,43.0,16.1,16,62.0,91.8,5,14,55.2,0,5.39,Low,0
0.95,125.3,31.6,5,-1.0,58.7,5,7,42.0,12,6.85,High,1
5.44,120.1,31.8,10,58.2,85.6,6,19,41.1,5,6.84,Low,0
4.77,136.4,35.6,11,40.4,76.7,5,13,65.1,5,5.93,Moderate,0
4.76,147.6,30.3,9,22.0,69.2,6,18,41.1,3,6.11,Moderate,0
3.51,129.5,7.0,11,24.0,58.7,5,8,40.1,9,6.21,Low,0
3.29,178.2,49.9,12,25.7,75.3,1,11,35.2,8,6.74,Moderate,0
3.44,212.0,73.6,6,13.4,41.1,10,5,36.3,12,5.7,High,1
4.13,137.1,2.9,10,15.3,72.6,5,14,45.9,4,8.41,Low,0
3.96,129.4,23.9,7,21.1,56.5,5,12,47.0,0,5.49,Moderate,1
4.48,11.9,9.4,12,33.1,86.9,3,18,38.9,0,6.33,Low,0
2.43,211.0,41.2,5,4.1,43.2,8,8,37.7,8,5.77,Moderate,1
5.2,99.4,19.2,11,43.3,66.7,4,14,61.7,5,5.89,Low,0
3.91,113.4,40.3,13,38.0,81.7,4,15,42.6,2,8.52,Low,0
4.55,90.0,8.5,14,42.1,77.9,2,21,65.6,2,7.24,Moderate,0
2.72,180.2,60.7,6,40.2,55.6,9,9,48.6,4,6.94,Moderate,1
7.67,83.4,20.8,16,46.5,95.0,0,19,54.3,1,6.77,Low,0
6.47,0.0,9.7,14,44.5,90.7,2,17,63.8,2,4.89,Low,0
3.59,112.6,15.2,8,12.4,66.2,6,5,40.6,8,5.3,Moderate,1
4.15,107.1,23.9,11,31.6,63.7,4,16,46.5,5,5.12,Moderate,1
1.98,156.0,53.0,8,21.3,62.4,9,8,29.3,10,5.44,Moderate,1
3.6,159.1,39.0,11,19.9,59.7,5,12,41.5,12,4.03,Moderate,1
4.43,41.4,34.9,8,13.6,72.8,4,11,45.4,5,7.09,Moderate,1
4.09,205.2,56.5,7,-5.8,37.4,11,6,40.3,13,5.42,High,1
5.23,79.1,13.9,12,49.0,90.0,0,16,50.3,1,7.61,Low,0
4.9,73.8,23.9,12,25.4,69.5,4,19,45.4,7,6.11,Low,0
4.58,72.6,56.1,9,25.1,71.8,7,12,43.1,4,5.66,Moderate,0
7.27,48.4,16.9,12,19.5,85.0,3,17,40.5,2,6.49,Low,0
3.78,44.9,9.3,13,45.8,94.6,2,16,34.2,0,5.99,Low,0
2.56,247.2,59.5,6,17.2,26.2,10,0,33.7,12,7.11,Moderate,1
5.72,0.0,17.4,11,19.8,100.0,4,14,51.4,8,6.47,Low,0
2.85,152.2,15.5,10,1.7,63.3,5,19,48.9,1,6.44,Moderate,0
1.65,178.4,66.4,4,-20.5,61.0,13,3,50.6,14,5.44,High,1
2.11,167.5,26.1,8,14.1,59.9,7,8,32.0,12,6.98,Moderate,1
4.52,164.0,40.3,11,33.2,67.6,5,11,40.9,3,7.47,Low,0
3.9,224.8,80.9,6,11.7,45.6,9,4,18.0,12,6.79,High,1
2.14,235.2,63.8,7,-3.5,39.1,8,4,30.8,17,5.73,High,1
5.53,71.1,0.0,14,36.8,84.9,5,17,20.6,3,7.19,Low,0
3.1,213.2,21.4,8,-4.2,53.3,8,9,37.9,11,6.61,High,1
1.17,170.5,76.2,6,13.5,38.3,10,8,30.9,17,4.68,Moderate,1
4.79,61.2,14.1,13,26.9,88.3,2,21,48.2,0,6.29,Low,0
2.87,191.5,46.9,6,0.1,61.9,7,5,45.4,9,5.42,Low,0
5.67,80.2,16.1,11,60.7,92.1,3,20,58.0,0,7.81,Low,0
3.58,262.8,45.8,7,-29.0,35.9,9,2,35.0,11,5.42,High,1
2.62,192.6,54.7,9,6.9,72.6,7,10,46.2,10,6.75,Low,0
1.54,259.6,54.4,2,-3.0,51.9,12,0,26.4,14,6.05,High,1
4.87,197.3,32.3,11,26.5,46.4,9,7,20.7,8,5.7,High,1
5.72,116.3,38.1,14,24.3,86.7,1,18,63.0,0,7.21,Low,0
4.18,189.4,41.9,7,32.5,65.8,7,6,40.0,7,6.72,High,1
3.43,115.4,27.4,11,21.4,64.8,3,13,54.7,4,6.74,Moderate,0
0.89,237.3,96.1,4,-0.5,24.0,13,1,28.4,17,4.37,High,1
5.14,142.0,25.0,8,29.6,65.9,6,15,28.9,0,5.8,High,1
3.23,190.6,30.9,6,-15.4,58.5,7,8,37.7,10,5.92,High,1
3.29,198.7,48.0,8,7.9,42.2,8,5,38.5,14,6.7,Moderate,1
3.67,106.8,42.2,10,30.1,53.7,4,8,37.1,17,5.02,Moderate,1
6.23,82.1,44.0,18,27.8,84.3,0,13,47.2,2,7.01,Low,0
2.75,115.1,54.0,8,26.7,76.8,2,14,46.4,8,7.2,Low,0
0.65,157.9,35.9,7,1.1,50.9,11,8,29.0,11,6.13,Moderate,1
5.31,60.3,58.9,11,21.7,89.4,3,16,38.0,0,7.49,Moderate,1
5.35,96.8,49.9,12,57.4,70.7,4,15,44.2,1,6.66,Low,0
5.46,129.9,0.0,11,15.6,60.5,5,14,49.6,0,8.21,Moderate,0
1.85,144.9,32.8,10,15.6,56.2,9,9,29.4,10,5.76,Moderate,1
3.49,172.3,37.3,8,16.0,46.7,6,9,33.9,8,6.05,High,1
2.58,288.1,38.1,8,-3.0,39.9,8,7,23.6,10,5.29,High,1
5.1,41.0,18.9,14,31.0,89.8,4,11,32.3,0,6.76,Low,0
3.08,110.7,28.9,9,34.5,77.8,7,10,39.2,10,6.25,Moderate,1
4.08,101.7,13.9,13,43.8,83.1,3,17,45.3,5,6.24,Low,0
3.54,91.5,45.4,10,46.5,89.2,2,9,64.7,4,6.86,Low,0
2.79,220.8,59.9,5,-3.4,39.9,8,0,25.7,15,6.1,High,1
4.22,99.0,0.0,9,18.8,63.5,6,4,39.3,5,6.6,Low,0
4.37,71.4,21.2,7,48.1,68.4,3,15,38.7,0,6.88,Moderate,0
2.25,148.0,62.1,9,8.9,54.3,7,12,41.2,1,5.86,High,1
4.15,137.3,17.7,11,34.0,80.6,4,11,45.0,4,8.62,Low,0
2.25,256.9,55.4,7,1.6,37.6,8,0,22.2,12,5.84,Moderate,0
1.34,211.9,23.1,10,-9.8,42.0,9,9,48.0,18,6.22,High,1
2.87,111.2,60.8,8,27.3,52.7,7,14,29.0,7,5.71,Moderate,1
4.46,107.7,26.7,13,9.5,63.2,5,8,48.4,6,6.93,Low,0
4.53,125.0,42.4,8,25.2,59.0,9,7,33.5,17,5.65,Moderate,1
5.97,108.9,14.1,11,29.7,65.7,4,11,41.5,8,6.93,Moderate,0
2.4,182.1,44.5,8,11.7,50.5,9,4,45.5,7,5.98,Moderate,1
3.56,124.7,39.3,12,31.8,59.2,5,9,34.6,1,7.77,Moderate,0
2.46,120.2,56.2,8,1.1,57.9,7,11,22.5,8,6.12,High,1
0.85,162.1,44.0,12,40.0,62.9,7,8,46.4,3,7.18,Moderate,1
4.34,136.9,63.5,7,39.5,39.7,7,6,35.8,4,6.04,Moderate,0
5.61,44.7,22.4,7,38.2,60.6,2,12,28.6,6,5.94,Low,0
0.86,202.9,45.0,4,7.3,44.8,12,8,48.7,12,6.44,High,1
5.73,95.1,9.6,11,30.9,60.5,5,13,32.1,8,6.69,Moderate,0
6.82,52.8,39.0,15,36.5,93.8,2,16,51.1,3,7.16,Low,0
1.07,281.9,88.1,7,-4.0,26.7,11,5,32.4,13,6.6,High,1
3.98,177.5,40.3,6,14.4,57.9,8,7,48.1,10,6.74,Moderate,0
3.01,236.8,50.0,6,16.9,38.7,10,3,26.1,14,6.63,High,1
4.17,76.0,16.7,8,32.2,77.3,5,15,33.2,3,6.4,Low,0
5.36,76.1,31.5,12,40.5,60.8,6,12,46.1,7,5.84,Moderate,0
3.62,269.9,54.7,8,8.6,40.7,11,13,46.8,13,3.83,High,1
0.0,265.6,96.3,5,0.6,19.6,15,0,33.5,12,6.65,High,1
3.29,211.2,67.2,10,8.1,45.9,9,6,27.3,10,5.96,High,1
7.85,65.8,18.9,10,46.6,81.2,0,16,53.8,1,6.69,Low,0
1.64,149.6,47.9,10,9.1,48.3,10,4,35.4,12,5.84,Moderate,0
0.83,119.0,47.0,9,10.9,59.1,7,11,43.9,13,6.42,Moderate,1
5.93,112.4,33.9,13,15.4,61.3,5,13,43.5,7,8.54,High,1
3.85,98.0,61.2,8,0.3,57.9,6,7,33.5,12,6.63,Low,0
3.24,117.1,49.1,8,15.2,61.0,5,12,38.5,15,5.7,Moderate,0
2.04,212.6,49.8,3,-0.8,27.4,10,0,56.9,13,5.64,High,1
5.65,147.1,43.9,8,19.6,65.7,3,16,46.5,8,6.52,Moderate,0
3.83,171.9,64.8,8,15.2,51.9,9,7,27.4,8,5.86,High,1
4.11,146.6,15.4,14,23.2,70.3,4,12,58.0,10,6.32,Low,0
4.38,134.6,31.8,12,14.1,67.9,9,16,29.9,6,6.89,Moderate,1
4.11,73.1,39.4,13,17.8,69.4,5,4,35.8,2,5.46,Low,0
4.75,235.6,44.4,6,-16.7,40.2,8,1,26.1,8,6.11,High,1
6.66,63.7,11.4,15,45.6,83.3,3,15,40.1,5,6.45,Low,0
5.62,177.8,23.2,10,18.5,60.6,6,11,47.1,11,5.22,Moderate,1
5.51,215.2,16.2,11,-10.0,42.5,11,7,36.4,11,4.85,High,1
2.92,79.2,18.3,9,16.0,61.1,5,11,53.5,3,7.73,Low,0
4.14,206.4,41.8,5,-1.7,46.4,7,10,36.2,6,7.25,Moderate,0
5.93,136.8,27.5,10,23.9,56.1,7,5,53.4,8,5.71,Moderate,1
1.76,224.4,24.4,9,-22.8,49.9,8,7,28.6,7,6.87,Moderate,1
4.13,183.5,46.4,7,7.4,51.5,8,13,41.0,12,5.8,High,1
5.67,82.1,32.9,10,11.9,63.8,7,14,65.7,7,6.87,Moderate,0
4.53,143.8,47.1,8,14.7,76.0,5,11,47.9,4,5.18,Low,0
4.21,189.5,52.7,7,24.6,57.9,8,12,34.6,15,6.86,Moderate,1
4.47,128.7,42.2,13,14.6,56.4,4,16,47.7,5,6.63,Low,0
4.04,157.2,17.2,8,10.9,74.7,6,11,32.2,7,5.82,Moderate,1
3.91,126.5,44.6,11,11.1,44.7,8,5,37.2,6,6.62,High,1
4.18,145.6,29.1,8,23.6,70.8,6,15,53.6,7,7.31,Low,0
6.16,147.4,45.0,10,6.4,66.3,7,9,47.0,11,5.8,Moderate,0
5.65,31.6,18.5,12,53.8,88.7,4,16,33.5,7,7.07,Low,0
5.96,109.4,38.4,10,24.9,68.0,5,13,30.2,6,5.82,Low,0
2.6,140.9,38.8,13,28.0,57.1,5,8,59.0,5,5.11,Moderate,0
1.73,216.1,75.2,5,-15.8,27.6,13,6,39.4,16,5.64,High,1
4.08,162.5,24.2,8,28.5,73.8,6,14,40.2,9,7.28,Low,0
3.18,163.7,64.5,7,-6.0,44.0,7,4,20.2,13,5.43,Moderate,0
2.58,212.1,53.4,8,-0.9,48.6,9,5,17.1,15,5.7,High,1
4.21,94.7,62.1,9,18.1,59.2,3,9,35.8,7,6.77,High,1
1.74,210.2,68.7,5,-24.4,44.0,11,10,29.7,14,6.19,High,1
1.74,163.5,34.6,12,9.5,63.1,7,13,33.4,2,6.24,High,1
3.78,91.0,42.2,9,11.7,59.1,4,8,28.2,7,6.72,High,1
1.79,229.4,74.1,7,-5.2,29.5,9,6,26.0,10,5.65,High,1
5.89,72.6,27.4,9,13.3,70.0,3,14,31.9,6,5.67,Moderate,0
3.35,112.2,53.3,10,23.8,72.0,1,8,41.9,5,6.81,Moderate,0
2.19,110.3,36.4,10,25.7,62.9,4,8,47.8,9,6.8,High,1
3.82,118.7,46.4,9,54.6,67.6,8,9,46.5,10,5.26,Moderate,1
2.51,198.2,45.0,7,21.6,39.1,10,3,43.9,14,6.05,High,1
2.97,91.3,48.0,9,23.9,59.9,8,8,40.8,8,6.39,Moderate,0
4.63,188.8,34.4,5,22.1,52.0,8,4,56.6,12,6.03,High,1
2.54,162.9,52.0,11,25.5,60.8,7,12,39.3,8,4.82,High,1
4.12,122.2,53.9,9,-2.7,54.5,8,8,19.1,10,6.67,Moderate,0
3.79,214.0,52.5,11,-0.9,50.4,6,8,28.0,6,6.38,Moderate,1
3.48,200.6,42.9,10,26.7,71.2,5,13,35.8,6,5.07,Moderate,1
3.99,110.5,28.4,10,11.3,68.2,8,11,19.0,5,7.0,Low,0
4.46,202.8,59.1,6,-2.5,34.0,12,5,11.7,7,5.51,High,1
0.3,209.6,66.2,7,-8.4,34.2,12,3,46.8,14,5.65,High,1
2.54,172.6,67.7,7,-8.5,41.3,6,5,27.1,14,5.81,High,1
2.72,149.7,44.0,6,-5.6,52.4,10,1,33.6,7,6.09,Moderate,1
4.92,151.0,28.8,13,38.8,84.7,5,16,27.5,3,6.94,Moderate,1
4.27,80.1,35.1,14,19.2,68.4,5,16,50.9,8,6.01,Low,0
4.77,186.1,31.9,11,34.4,90.4,5,16,36.4,8,7.32,Low,0
4.37,124.0,10.0,10,14.8,69.5,4,8,51.7,6,5.26,Low,0
4.64,123.3,41.9,9,11.2,53.9,5,12,30.8,10,6.88,Moderate,0
3.31,179.4,36.2,7,2.0,55.7,7,8,31.3,9,6.54,Moderate,1
0.02,293.6,68.9,6,-9.6,33.0,12,0,6.2,17,4.37,High,1
5.16,106.7,14.8,8,15.7,62.2,3,15,42.4,8,5.78,Low,0
1.7,195.7,57.7,9,-5.1,42.6,8,4,39.5,14,5.74,High,1
2.36,143.3,26.0,9,13.0,61.4,3,16,64.4,6,4.87,Moderate,0
3.11,135.8,26.4,10,7.8,61.5,2,11,37.1,10,5.07,Low,0
