productivity_score,focus_score,study_hours,xp,level,streak_days,completed_tasks,pending_tasks,coding_hours,reading_hours,revision_hours,quiz_score,productive_minutes,distraction_minutes,idle_minutes,sleep_hours,skill_progress,deadline_completion_rate,focus_sessions,average_session_minutes,recommendation
35.02,34.42,4.04,18636,19,23,4,24,1.38,0.8,1.67,59.97,203.04,220.53,146.27,7.31,42.74,32.02,1,36.98,6
87.86,94.91,9.41,25801,26,56,13,2,1.51,1.53,2.07,73.14,357.13,60.52,70.66,4.79,54.02,88.47,8,79.8,2
53.91,58.93,1.61,9809,10,34,1,8,1.25,0.4,0.59,18.5,128.34,170.66,128.94,8.27,22.31,47.62,1,22.34,5
73.21,60.52,5.84,32719,33,46,3,2,1.6,2.45,0.82,65.72,204.26,142.92,79.52,5.83,80.56,94.59,2,36.09,0
75.64,64.49,5.59,36082,37,50,3,1,0.93,2.32,1.16,66.47,174.56,139.75,84.22,7.25,89.73,76.77,3,40.71,0
83.53,78.4,9.97,26714,27,51,15,5,1.01,2.3,1.7,73.66,408.2,110.45,78.32,8.39,54.05,80.52,7,91.75,2
75.16,71.14,5.03,33304,34,45,12,1,1.72,2.39,2.31,81.07,332.28,127.38,82.74,7.12,82.2,76.27,3,45.59,7
46.37,71.11,0.82,8789,9,28,2,8,0.49,1.11,0.96,45.8,131.98,132.04,135.43,7.83,21.63,51.19,1,24.65,5
72.18,64.53,3.04,33194,34,47,4,1,0.88,2.63,1.8,69.6,168.92,139.49,95.52,6.69,89.04,77.21,3,42.91,0
85.37,94.56,3.75,30798,31,52,6,1,1.19,3.18,1.04,84.17,321.75,69.85,60.71,8.67,77.8,88.72,2,31.77,7
24.93,69.66,2.79,14884,15,17,4,2,1.48,0.82,0.2,32.88,114.36,122.55,169.97,4.62,35.14,38.69,1,26.46,4
35.58,74.16,2.64,9843,10,24,3,3,1.49,0.21,0.35,33.79,124.64,110.8,134.92,8.2,23.76,37.98,2,28.03,5
72.5,60.56,6.41,30807,31,44,4,2,1.61,1.62,0.72,69.04,210.97,148.72,90.42,6.91,69.17,80.33,2,41.35,0
86.45,70.09,3.93,35656,36,54,20,2,1.02,1.23,1.02,70.51,282.2,138.71,74.85,7.29,93.67,95.24,3,47.12,7
30.02,49.04,3.62,16689,17,22,7,6,1.35,1.11,1.1,62.12,74.14,189.15,154.56,4.18,38.33,54.32,1,20.24,1
77.57,66.28,6.63,22641,23,53,9,6,3.57,1.34,1.47,47.24,246.45,133.08,77.09,7.96,50.28,66.97,3,31.77,4
53.43,82.41,4.34,19866,20,33,4,5,0.68,1.11,3.55,24.71,278.68,94.74,129.25,7.24,48.18,67.09,2,27.79,4
69.69,64.49,4.44,29798,30,43,3,1,1.34,1.45,1.26,71.12,170.68,134.32,91.91,6.97,75.22,89.18,3,41.56,0
67.61,67.73,3.46,14254,15,45,9,7,0.77,2.49,3.46,41.36,200.28,137.24,100.75,6.86,32.17,58.48,3,44.67,4
70.77,77.52,7.71,29207,30,46,10,8,4.16,0.55,1.03,64.64,310.01,108.43,89.1,6.88,65.02,76.03,2,46.19,3
69.95,84.9,9.95,26140,27,43,9,5,1.04,2.24,1.25,64.2,321.92,97.12,96.52,6.66,52.58,76.88,6,61.85,2
76.18,83.52,5.68,27406,28,57,6,2,3.87,1.3,1.98,70.18,227.53,92.88,101.54,8.93,65.56,61.24,3,41.01,3
92.13,90.28,6.84,35376,36,60,13,3,1.23,2.76,1.85,74.94,201.32,71.79,48.09,8.9,86.8,90.46,3,42.07,7
78.58,85.2,7.3,34479,35,49,11,4,1.49,3.48,2.08,72.97,205.97,79.0,71.72,6.09,79.77,92.74,3,32.59,7
82.32,62.9,6.47,29503,30,50,4,2,1.25,1.25,1.94,73.98,211.27,152.12,66.99,5.82,70.1,85.74,2,30.25,0
73.52,79.81,3.69,19254,20,47,9,2,3.71,1.3,1.61,59.12,291.31,97.22,101.05,5.76,47.24,75.58,3,41.77,3
63.78,83.83,4.24,17089,18,40,8,6,0.96,2.4,3.48,30.9,217.14,88.75,107.78,5.61,39.95,54.91,3,32.67,4
73.39,77.5,4.09,37000,38,55,7,3,0.82,3.47,2.58,98.72,255.16,124.55,95.08,7.05,96.2,74.73,3,34.86,7
92.56,94.53,4.27,28630,29,57,18,1,1.21,2.29,1.95,81.17,212.96,61.46,67.24,5.34,72.44,93.69,2,33.18,7
87.44,76.76,9.28,30565,31,65,10,8,1.1,1.71,1.16,70.07,379.84,105.67,69.99,6.5,67.37,83.16,7,67.82,2
63.43,62.51,5.03,24390,25,48,7,7,1.05,0.66,4.03,31.88,298.54,129.71,101.37,6.09,56.71,53.71,2,27.52,4
84.66,61.04,5.65,33060,34,51,2,1,1.05,1.15,1.86,68.49,173.47,146.56,75.58,7.2,82.94,74.16,2,45.77,0
45.42,72.67,2.72,20557,21,31,7,2,1.23,0.56,2.83,47.95,205.06,132.91,130.22,8.09,52.74,50.94,3,41.87,4
68.84,63.8,5.51,28992,29,42,4,5,0.87,1.42,0.95,64.54,244.28,142.01,106.38,7.04,70.14,75.26,3,34.91,0
41.62,78.31,1.62,5391,6,25,5,4,0.87,0.32,0.9,17.25,46.68,107.46,143.63,6.94,10.87,60.36,1,17.51,5
35.52,37.96,2.66,25522,26,25,6,12,0.21,1.81,0.74,63.14,108.53,191.61,141.05,6.64,66.71,21.83,1,36.75,6
50.65,38.49,4.09,13718,14,50,2,15,0.49,0.98,0.45,65.45,245.6,190.51,118.67,5.61,29.04,35.78,1,35.96,6
34.49,48.73,3.3,21430,22,25,7,2,0.62,1.86,0.38,37.58,71.02,181.44,149.89,5.82,52.29,72.6,3,35.96,1
91.34,73.12,4.06,27073,28,56,9,4,0.87,2.59,1.32,81.89,200.64,123.21,63.55,7.05,71.42,87.05,2,35.82,7
51.04,67.19,3.75,14765,15,35,9,7,0.91,1.07,1.64,24.15,287.87,132.12,133.11,7.84,31.86,64.65,3,43.17,4
34.17,59.95,1.0,12335,13,31,2,7,1.23,1.42,0.34,58.9,66.59,148.0,146.71,7.25,33.12,50.42,2,19.41,5
83.69,62.8,6.05,36842,37,60,4,2,1.64,1.44,1.02,72.23,286.3,136.25,84.06,8.06,90.84,73.37,3,45.25,0
23.65,50.3,2.79,16338,17,46,1,14,0.34,0.52,1.23,57.46,166.78,187.76,169.02,6.99,38.72,36.34,2,35.39,6
87.16,84.29,8.37,26533,27,54,8,4,1.55,2.87,1.67,86.17,482.15,84.23,64.42,6.3,55.7,69.98,6,81.55,2
30.05,32.79,3.93,20540,21,22,1,17,1.42,0.61,0.79,65.05,241.38,239.16,156.87,7.35,47.95,33.5,3,30.05,6
75.23,60.01,5.43,30793,31,50,3,2,1.11,2.58,0.74,68.36,159.05,143.36,95.38,6.91,77.16,75.19,2,38.18,0
74.18,61.95,5.85,31008,32,45,3,1,0.51,2.75,1.37,73.3,273.32,149.03,89.42,5.44,76.13,90.66,3,42.73,0
90.36,79.6,5.87,35616,36,56,10,5,0.99,3.33,2.56,71.52,207.16,103.41,59.42,6.04,84.09,93.59,3,47.73,7
66.73,63.75,5.49,34088,35,45,3,3,1.02,2.2,1.51,68.38,180.64,142.86,101.74,5.3,83.79,75.51,3,34.69,0
36.32,71.08,0.85,8824,9,23,2,7,0.57,0.78,0.53,58.25,77.35,137.56,146.45,5.33,22.05,55.8,2,29.34,5
90.65,87.18,6.21,28483,29,54,6,8,1.58,2.26,2.08,71.05,401.26,77.36,69.53,8.43,68.21,78.65,4,69.32,2
48.04,83.22,4.69,24942,25,32,9,6,1.48,1.66,4.09,49.41,198.32,74.98,121.75,7.0,62.12,59.74,2,38.35,4
88.34,63.32,4.81,27947,28,61,4,2,1.31,2.05,1.38,60.18,187.34,135.62,67.75,7.02,71.04,82.66,3,38.57,0
80.75,89.95,5.11,33401,34,50,7,5,0.89,2.53,1.88,74.18,319.74,80.97,62.62,7.18,83.07,89.05,3,34.12,7
89.11,90.27,7.18,36876,37,55,18,2,0.69,2.17,1.56,83.61,220.06,80.52,74.15,6.92,89.21,78.85,3,45.93,7
38.46,54.64,5.79,16786,17,23,2,24,0.25,1.05,0.98,58.32,242.52,166.75,138.54,5.99,32.46,31.08,1,26.06,6
78.41,74.5,3.74,31989,32,48,21,5,1.25,3.05,2.66,82.18,187.97,118.83,89.49,6.64,85.73,81.27,2,41.77,7
70.52,79.06,8.33,29581,30,45,10,5,1.44,2.0,1.77,70.26,387.97,98.09,100.64,6.38,63.0,76.6,7,69.85,2
36.48,48.69,2.02,22880,23,26,2,2,0.84,1.46,1.21,37.78,47.89,183.57,149.75,6.57,62.79,49.85,1,31.47,1
81.9,63.51,3.49,28744,29,67,3,3,1.32,2.52,1.53,68.9,203.46,142.16,85.91,6.23,75.05,85.48,2,40.48,0
52.86,56.37,4.81,14570,15,35,1,18,0.33,1.41,1.75,52.1,185.93,153.13,131.4,7.92,29.2,49.23,2,34.01,6
28.44,61.89,3.31,23847,24,17,5,21,1.55,1.77,0.92,53.03,226.96,134.59,154.49,7.7,59.29,36.8,2,39.73,6
73.69,63.76,6.41,36392,37,47,3,4,1.06,1.53,1.57,63.42,277.78,148.13,84.69,6.4,88.7,89.14,2,33.61,0
87.74,88.96,6.16,33766,34,54,18,2,1.22,2.15,2.91,77.07,288.96,95.11,64.58,7.3,81.69,77.25,3,46.77,0
45.28,59.08,5.11,24426,25,27,7,5,0.77,2.26,2.13,42.83,273.34,151.56,127.06,5.88,57.53,63.86,3,25.63,4
63.16,68.73,3.51,18370,19,38,5,7,0.75,0.52,2.97,49.67,200.84,117.24,106.37,4.22,42.6,70.21,3,26.5,4
67.75,76.41,7.29,15644,16,51,9,5,5.94,0.78,1.15,62.08,344.16,108.67,102.24,6.86,30.08,78.9,3,47.24,3
40.33,22.7,3.51,16923,17,31,6,4,0.72,1.0,1.02,60.61,76.47,244.42,138.37,7.14,42.15,70.07,1,32.1,1
45.27,78.15,2.6,28295,29,31,7,6,0.8,1.04,3.49,48.87,271.63,113.45,142.57,6.13,72.97,74.92,2,39.42,4
76.96,85.28,5.1,34975,35,51,14,2,1.38,1.48,2.76,84.44,267.75,79.04,82.86,6.35,89.78,91.71,2,32.95,7
94.28,82.3,7.01,40144,41,60,15,2,1.71,2.92,2.85,87.66,195.68,102.56,68.98,6.68,98.04,85.53,2,38.69,7
44.75,77.28,2.28,21936,22,33,2,5,1.2,1.32,2.31,43.53,265.48,107.04,123.72,8.25,58.0,49.11,2,35.7,4
79.17,88.43,9.95,35115,36,52,11,6,1.25,1.07,1.79,70.88,437.78,86.99,76.63,5.47,74.35,78.3,7,65.8,7
41.24,84.07,5.54,21796,22,25,4,2,1.53,1.1,3.02,42.28,274.07,82.47,131.11,6.36,49.17,54.72,2,34.0,4
83.88,59.25,3.0,31406,32,54,4,3,0.59,1.38,0.83,65.55,184.22,163.73,66.69,5.35,84.15,75.06,2,44.39,0
68.91,93.17,6.05,33218,34,52,10,3,1.35,2.22,1.36,79.44,318.49,73.4,91.71,8.58,82.59,87.05,3,46.59,7
64.1,54.87,2.14,11003,12,39,6,12,1.55,1.92,1.3,38.43,120.18,145.79,95.92,7.91,27.34,22.34,3,32.6,6
85.99,63.58,3.2,28016,29,58,4,2,0.74,2.1,1.05,66.37,273.53,143.9,73.24,8.63,73.1,83.82,3,34.09,0
61.35,78.4,5.18,15361,16,39,3,3,0.76,1.9,2.96,45.93,291.54,106.45,105.75,7.53,34.74,71.43,2,26.2,4
55.07,74.58,6.04,23119,24,39,7,7,0.68,2.08,1.53,43.24,207.4,126.16,118.95,6.51,51.87,57.31,3,33.37,4
33.71,59.48,1.46,5639,6,24,2,1,0.71,0.8,0.15,24.5,88.88,161.4,153.83,7.07,13.08,59.8,1,26.54,5
50.64,41.82,3.46,21319,22,35,7,3,0.77,0.92,0.64,57.76,76.12,193.0,112.54,6.43,52.15,57.12,1,41.19,1
82.78,62.41,5.53,33050,34,51,2,4,1.51,2.88,1.96,68.13,199.61,135.61,81.47,7.63,83.0,88.84,2,41.0,0
61.8,59.87,4.43,15418,16,38,4,5,1.56,2.07,2.12,37.52,218.72,141.06,84.99,6.75,34.47,66.12,3,35.57,4
63.06,83.43,3.54,25674,26,41,8,3,0.46,2.38,3.24,20.36,245.39,81.26,98.98,6.26,68.97,72.53,3,40.94,4
63.3,76.65,6.74,20819,21,38,9,2,2.71,1.3,1.87,54.16,189.4,123.31,103.96,7.56,45.93,73.1,3,45.75,4
69.22,95.54,8.63,30891,31,42,17,5,1.32,2.18,1.82,75.79,397.86,67.91,96.83,7.26,65.73,71.42,8,89.09,2
90.31,74.77,4.74,34206,35,57,12,5,1.6,1.1,1.39,80.39,284.94,117.76,65.79,7.78,85.08,83.23,3,40.43,7
22.61,64.12,1.44,10005,11,15,5,3,0.89,1.07,0.6,17.57,118.24,142.44,165.25,6.34,26.29,63.82,1,21.08,5
45.48,47.8,4.75,27257,28,29,6,24,0.74,2.0,0.47,39.97,196.86,198.58,124.28,7.12,66.36,28.93,3,31.84,6
92.03,89.06,9.98,28458,29,57,13,5,1.1,2.15,1.07,81.92,334.16,84.17,42.77,6.29,59.94,79.03,4,54.18,2
24.01,49.17,2.04,15013,16,22,5,23,0.98,1.52,1.94,41.05,99.14,186.54,159.33,7.7,38.5,34.46,1,29.28,6
70.17,64.46,5.05,29428,30,42,2,5,1.74,1.86,1.23,65.74,246.11,140.45,98.55,8.12,72.7,76.44,3,41.55,0
89.83,86.38,3.83,29105,30,56,10,3,1.59,1.45,1.97,76.38,300.58,87.62,61.52,8.45,75.86,80.6,2,34.11,7
82.03,74.43,9.43,30460,31,50,9,4,1.72,2.19,1.11,75.71,404.06,118.32,74.31,6.59,62.9,84.09,5,85.84,2
69.46,77.58,9.89,24828,25,45,8,8,1.02,2.96,1.21,78.89,393.44,109.59,89.61,4.05,51.09,78.41,6,66.17,2
80.7,61.16,5.03,34441,35,53,4,2,1.1,1.48,1.73,70.38,190.47,152.64,77.7,6.45,88.37,88.7,3,30.93,0
39.04,20.2,2.59,24912,25,29,5,5,1.31,1.74,0.56,38.98,43.71,245.0,143.87,5.75,68.08,52.83,1,41.13,1
59.05,66.21,6.12,23158,24,36,8,3,0.21,2.0,2.07,44.26,243.59,132.54,107.69,8.24,52.6,74.14,2,28.06,4
85.89,73.28,3.87,27937,28,52,12,5,0.89,3.13,1.84,80.56,234.02,111.75,94.13,7.29,73.4,94.89,3,41.51,7
75.74,61.07,3.6,34604,35,47,4,2,1.14,1.39,1.07,62.51,265.28,147.91,88.85,6.56,89.01,78.45,3,38.43,0
76.34,69.31,6.59,27333,28,52,10,4,5.29,0.83,0.74,73.42,287.86,127.33,87.88,9.18,61.57,76.76,2,41.23,3
51.12,43.72,1.75,12608,13,34,2,4,0.37,0.78,0.35,52.17,170.33,180.93,110.52,8.08,32.93,44.23,2,35.15,1
73.72,62.59,5.23,34704,35,45,4,1,1.54,2.6,0.58,63.19,292.04,148.08,90.51,7.43,87.78,74.57,2,34.25,0
45.0,43.56,3.23,23931,24,28,8,6,0.44,1.65,0.44,58.9,155.11,192.03,137.49,5.54,56.38,53.0,1,34.88,1
88.12,90.95,7.67,28044,29,55,15,8,1.17,2.87,1.63,61.75,339.14,82.9,76.8,6.04,63.96,79.72,6,85.01,2
75.74,81.86,7.69,28273,29,47,5,6,4.72,0.7,0.61,69.34,337.21,91.32,89.01,6.39,63.55,58.91,2,46.22,3
27.99,65.06,3.71,19611,20,17,6,24,1.34,1.42,0.89,40.42,239.23,149.05,143.45,6.15,47.87,29.61,1,42.46,6
20.36,74.37,1.72,12038,13,18,3,7,0.45,0.33,0.65,35.29,57.37,120.05,171.85,7.68,30.79,50.93,2,18.2,5
53.56,38.83,5.27,28178,29,33,3,12,1.67,1.31,1.41,45.45,222.17,213.87,128.58,8.11,68.09,33.44,1,31.32,6
25.56,77.81,1.01,10818,11,17,3,7,0.75,0.9,1.18,25.04,107.61,112.18,161.61,8.17,27.9,44.12,2,32.62,5
34.99,30.57,2.8,16965,17,22,3,4,1.05,1.68,1.43,57.18,146.62,217.68,156.62,6.5,43.11,58.96,2,24.4,1
93.05,60.3,4.96,27476,28,58,4,4,1.42,1.02,0.7,66.81,144.76,149.17,73.42,6.89,68.31,72.23,2,44.17,0
82.79,80.35,4.62,31595,32,52,6,5,0.87,1.55,2.0,97.88,342.73,99.95,82.33,9.28,79.04,79.66,3,32.03,7
45.91,52.52,4.48,14682,15,32,4,19,0.62,1.52,0.91,43.82,224.24,166.26,123.67,8.0,29.76,50.04,3,36.56,6
92.46,95.7,4.55,29362,30,57,15,1,0.96,2.47,2.26,85.04,248.75,60.94,69.4,6.93,72.4,80.66,3,32.43,7
36.87,37.79,3.48,15917,16,23,6,7,0.67,1.89,0.8,55.3,131.68,210.09,139.76,7.57,37.38,47.46,3,27.28,1
81.64,74.3,5.7,30998,31,49,14,4,1.2,1.49,1.86,90.75,309.18,102.67,77.18,5.7,76.41,83.19,3,38.2,7
41.31,77.91,2.21,6120,7,30,5,5,1.02,0.3,0.89,16.23,107.85,98.2,135.78,6.04,11.16,47.19,1,23.82,5
46.94,73.53,2.52,15917,16,29,4,2,0.25,0.99,0.39,20.17,133.52,107.83,130.65,5.1,39.61,49.77,2,16.52,4
51.07,84.51,4.64,17529,18,37,7,7,1.8,1.02,3.63,51.61,274.51,90.55,121.56,7.01,39.24,46.56,2,32.91,4
60.64,75.52,4.33,24709,25,38,5,6,0.6,1.58,1.77,46.58,218.08,107.68,119.97,7.04,60.55,71.93,3,30.75,4
46.38,32.81,2.01,11618,12,40,4,15,1.65,0.9,1.53,48.78,150.88,211.95,123.87,7.69,28.95,57.66,1,41.49,6
71.45,61.91,7.83,30073,31,43,8,4,4.04,0.51,1.21,63.88,335.7,134.3,105.82,6.79,69.61,75.64,2,35.33,3
62.57,79.8,5.16,14180,15,38,6,3,0.77,1.36,2.46,41.91,227.98,105.12,99.4,7.44,29.61,68.76,3,27.84,4
86.11,79.59,6.09,32236,33,54,10,3,1.53,2.86,1.51,74.04,299.48,99.83,76.83,6.59,79.32,84.97,6,56.56,2
86.06,66.59,4.4,26598,27,56,2,4,0.78,2.77,0.65,73.23,157.54,133.17,70.71,8.99,67.45,89.1,2,42.13,0
63.98,71.19,6.85,27399,28,39,9,3,5.61,1.96,1.4,72.92,295.92,122.3,97.67,6.68,60.95,76.81,3,45.17,3
55.52,55.98,5.98,22270,23,34,7,17,0.76,0.59,1.55,35.25,146.61,149.67,123.36,7.86,51.89,51.77,2,41.3,6
49.51,77.16,2.34,28137,29,35,2,3,0.72,1.57,1.75,46.09,272.71,107.17,139.56,7.15,75.17,68.8,2,33.75,4
44.54,39.4,3.32,23697,24,27,6,4,0.37,0.7,0.74,51.28,139.54,201.12,128.0,6.69,60.29,70.64,2,23.04,1
59.6,65.75,7.53,23573,24,37,8,5,2.49,1.05,1.11,77.91,254.94,142.39,116.4,5.66,51.65,73.22,3,38.93,3
42.09,59.98,2.15,5838,6,27,3,5,0.62,0.88,0.21,19.87,69.09,155.77,146.62,4.55,11.23,61.19,1,30.82,5
52.53,42.72,3.27,19163,20,38,4,4,1.8,1.74,0.33,58.31,156.54,208.94,109.07,6.77,46.96,72.55,1,36.26,1
28.34,41.68,1.53,23145,24,21,7,3,1.73,0.73,0.86,57.93,103.16,200.24,161.5,6.14,63.37,67.37,1,20.68,1
43.49,24.64,1.24,12727,13,30,4,8,0.39,1.99,1.06,49.97,49.66,245.14,130.04,5.75,32.09,43.88,1,25.46,1
36.12,63.47,1.45,10971,11,23,3,1,1.22,1.52,0.79,62.16,79.51,134.8,140.51,6.26,25.83,62.83,2,18.89,5
86.09,79.98,5.84,35004,36,52,8,2,1.28,1.3,1.13,71.49,202.89,86.67,83.22,7.46,87.54,74.49,3,41.03,7
53.66,58.97,5.53,18058,19,38,3,8,3.97,0.82,1.67,70.7,244.55,159.13,115.03,7.83,40.41,61.63,3,40.29,3
52.71,33.36,5.43,25116,26,36,7,16,1.13,1.57,0.56,41.17,109.71,215.36,117.36,6.51,58.23,30.01,2,30.82,6
84.57,78.88,9.24,29227,30,51,6,3,1.51,1.25,1.64,71.09,295.78,105.95,61.41,6.86,63.02,67.59,6,53.6,2
82.7,73.13,9.24,28137,29,50,7,5,1.58,2.67,1.49,62.46,367.45,104.66,88.68,6.73,60.37,79.24,5,63.68,2
43.92,64.56,2.6,10059,11,32,2,5,1.1,0.19,0.67,31.45,82.98,147.41,140.53,6.52,24.02,33.59,2,28.73,5
46.99,46.36,3.18,27823,28,28,2,3,0.53,0.74,1.3,54.69,42.99,195.0,142.16,7.03,70.19,61.59,1,20.67,1
24.77,20.37,2.52,15253,16,20,8,2,1.63,1.87,0.93,47.01,166.08,243.88,162.14,6.23,35.88,44.54,2,42.22,1
56.94,60.62,1.93,13739,14,35,3,7,0.54,0.54,0.13,47.44,122.6,138.85,123.01,7.32,36.62,38.3,1,20.43,5
71.75,80.76,5.12,29513,30,43,16,1,0.77,2.27,2.7,89.32,234.25,111.43,105.01,6.88,73.96,81.85,2,42.89,7
44.24,34.36,5.93,14397,15,27,2,23,0.48,0.56,0.53,44.15,235.31,210.31,145.08,7.72,30.03,20.56,1,29.21,6
36.46,71.95,2.01,8440,9,24,2,3,0.83,1.43,0.84,23.61,73.98,114.34,148.32,8.2,22.12,31.28,1,22.13,5
38.32,37.47,2.81,19436,20,24,6,13,1.16,0.61,1.52,50.12,173.38,202.39,140.19,7.68,49.04,37.61,3,33.65,6
59.72,64.41,3.22,22771,23,36,9,5,0.84,1.92,4.44,42.81,282.7,134.16,114.28,7.39,56.95,54.07,3,40.62,4
51.57,69.43,7.08,23742,24,38,3,3,5.87,1.24,1.1,55.99,337.1,144.57,130.61,6.36,51.43,59.06,2,39.9,3
49.64,72.96,3.76,18101,19,32,6,7,1.19,2.16,1.69,26.99,284.18,113.65,119.95,6.3,46.05,54.54,3,32.09,4
79.97,88.16,5.69,31116,32,51,9,2,1.48,1.53,2.25,77.74,345.41,78.46,71.69,8.7,76.26,78.49,2,39.36,7
72.66,63.35,6.05,30766,31,46,4,2,1.23,2.81,0.63,66.8,264.64,145.3,89.43,7.7,75.74,76.49,3,45.84,0
88.75,74.51,7.08,38740,39,65,16,5,1.5,1.98,1.25,91.69,334.78,117.91,69.17,6.58,94.63,79.11,3,31.76,7
73.63,80.64,4.66,27451,28,48,3,2,4.95,0.85,0.71,66.86,205.01,90.74,78.67,5.51,68.69,56.07,2,44.62,3
93.92,75.01,6.47,29449,30,59,14,5,1.7,1.96,2.23,78.92,289.68,110.59,49.18,5.71,71.25,86.35,3,30.09,7
66.97,67.36,2.33,14530,15,40,9,2,0.22,1.9,4.18,41.58,284.46,130.51,110.86,7.11,35.31,68.26,3,44.56,4
48.14,50.87,3.4,16049,17,33,6,6,1.06,1.08,0.73,55.23,152.29,187.99,129.42,7.08,36.67,72.59,1,36.03,1
41.31,39.13,5.15,12485,13,37,4,15,1.36,1.3,0.31,34.13,143.42,210.09,135.46,6.61,22.62,42.12,3,23.15,6
43.45,53.34,2.43,22511,23,27,5,21,0.74,1.69,0.27,60.55,238.02,164.24,143.36,7.4,61.22,35.6,1,20.86,6
48.67,73.78,0.92,13216,14,31,2,1,0.3,1.31,0.98,39.67,136.34,111.23,123.0,8.33,35.56,43.08,2,15.31,5
36.98,39.75,2.75,10692,11,29,1,22,0.59,1.9,0.72,49.97,144.85,212.73,140.53,8.0,22.5,30.72,3,22.9,6
83.49,62.38,6.38,31728,32,50,4,1,0.67,1.35,1.68,61.15,156.41,147.14,72.14,7.66,78.0,79.88,2,40.65,0
32.83,42.9,2.64,13248,14,21,2,5,0.75,1.88,0.37,58.9,149.24,187.39,165.77,6.98,31.21,67.69,3,26.7,1
23.86,68.72,2.38,8985,9,16,1,6,1.27,1.69,0.68,59.59,122.3,134.31,179.08,9.26,19.62,53.79,2,37.01,5
25.28,30.09,4.25,12430,13,21,5,10,0.5,1.83,1.04,56.85,108.78,226.27,166.94,6.1,25.57,31.57,2,26.03,6
86.11,86.59,4.99,29865,30,52,9,4,1.22,2.71,1.65,85.52,223.1,87.15,62.94,5.27,74.03,78.47,3,47.0,7
34.85,71.31,1.18,10006,11,23,3,1,0.78,0.52,0.87,59.66,43.11,118.99,148.79,6.11,25.29,41.65,1,34.03,5
51.57,73.28,3.32,17109,18,31,9,3,1.44,0.73,2.02,29.32,201.16,121.61,119.72,7.12,39.76,68.05,2,35.98,4
68.24,63.79,4.48,35712,36,42,3,4,0.58,2.23,1.7,69.81,279.31,147.0,108.25,7.59,91.6,76.11,3,37.65,0
46.24,74.23,3.57,16135,17,30,6,2,1.4,0.8,4.06,25.08,234.13,103.89,130.53,8.45,38.5,71.68,3,39.68,4
58.15,81.88,3.6,15924,16,36,9,4,1.2,1.0,4.41,28.15,277.7,89.02,122.16,7.25,37.37,61.94,2,42.48,4
55.92,70.1,4.21,21990,22,34,10,8,3.99,1.22,0.53,67.91,284.38,118.16,117.99,7.73,52.86,62.54,3,38.81,3
61.46,31.85,2.22,13161,14,38,6,20,1.65,1.98,0.66,54.16,212.25,221.98,110.72,8.36,32.32,40.93,2,32.16,6
73.83,91.6,7.93,28530,29,45,17,4,1.55,1.75,1.92,76.82,437.03,69.91,95.59,7.11,62.36,84.57,5,73.28,2
69.57,84.91,8.93,35624,36,44,9,8,1.05,2.36,2.41,74.67,367.48,86.75,85.87,7.06,77.37,77.93,7,60.61,2
28.96,48.53,1.43,17756,18,25,6,6,1.8,1.61,0.96,58.23,59.64,170.76,156.04,6.92,47.59,62.28,3,22.07,1
51.47,57.72,4.07,23413,24,32,4,10,1.26,1.02,0.93,49.1,100.95,153.14,131.38,6.37,56.98,45.18,3,32.26,4
50.23,34.78,2.74,16586,17,32,6,13,1.28,1.48,1.87,31.42,172.77,209.28,129.96,7.51,41.19,57.73,2,26.2,6
85.1,89.47,6.53,35514,36,53,14,1,1.31,1.69,1.68,90.69,342.9,75.42,71.68,7.71,89.14,76.11,3,31.36,7
61.49,59.82,3.43,17117,18,45,7,7,0.21,0.69,4.16,47.29,199.32,153.56,102.11,7.0,44.2,56.7,2,37.9,4
51.5,47.58,3.11,25032,26,35,3,6,1.34,1.51,1.11,47.19,140.59,187.59,126.04,7.09,67.01,54.59,3,31.17,1
57.3,31.61,5.68,15565,16,43,6,22,1.6,0.53,1.65,67.17,210.96,228.56,117.76,7.54,30.91,28.29,2,22.23,6
74.84,75.27,8.76,30876,31,45,15,3,1.39,1.58,1.32,73.11,401.21,113.44,80.88,6.61,69.33,83.99,8,54.52,0
58.38,38.35,2.8,19726,20,40,7,14,0.8,1.27,0.3,65.27,169.63,208.89,100.5,8.28,50.6,33.63,2,33.09,1
81.75,66.23,4.71,26146,27,50,4,4,4.75,1.29,1.53,72.46,212.62,141.08,95.1,7.07,62.93,55.54,2,34.22,3
56.75,63.86,4.41,26272,27,34,8,4,1.43,2.05,3.75,20.23,269.98,149.77,117.65,6.19,66.7,68.13,2,40.79,4
74.74,86.75,3.51,33269,34,47,10,4,1.31,3.28,2.72,75.25,315.01,81.94,93.07,5.88,85.56,84.02,3,39.07,7
67.6,77.59,3.91,18629,19,44,11,6,3.05,1.78,1.74,59.19,290.67,110.99,105.55,6.84,45.46,73.0,3,46.42,3
30.76,49.56,2.25,14736,15,19,4,18,0.8,1.96,1.5,65.76,108.49,171.73,151.89,8.56,36.57,36.82,2,36.46,6
43.41,76.28,2.38,14125,15,26,9,6,0.94,1.65,3.76,46.7,231.24,108.65,131.09,7.58,33.94,58.79,2,25.12,4
28.09,57.28,4.37,14931,15,18,3,20,1.08,0.76,0.57,36.8,146.21,145.34,160.42,7.58,33.57,54.57,1,35.48,6
31.65,63.18,4.13,26789,27,21,1,15,0.55,1.16,0.76,60.92,166.36,147.31,161.98,7.95,65.55,34.86,3,30.47,6
