productivity_score,focus_score,study_hours,xp,level,streak_days,completed_tasks,pending_tasks,coding_hours,reading_hours,revision_hours,quiz_score,productive_minutes,distraction_minutes,idle_minutes,sleep_hours,skill_progress,deadline_completion_rate,focus_sessions,average_session_minutes,recommendation
44.97,61.47,3.6,12508,13,26,9,15,0.68,1.09,0.56,42.65,186.26,140.88,97.61,8.82,18.26,62.87,3,58.78,5
60.69,71.38,5.15,27899,28,41,13,15,1.23,1.24,1.83,63.08,243.48,117.86,114.92,9.66,52.14,73.52,4,63.44,0
54.77,44.75,5.63,38717,39,42,8,14,2.12,0.6,0.95,54.41,260.15,127.44,91.48,7.01,75.29,57.97,4,64.86,0
72.39,69.77,7.23,33463,34,47,9,13,2.38,1.88,1.9,74.46,310.94,61.25,96.69,8.32,55.39,59.23,6,50.8,0
69.02,65.28,5.05,28803,29,41,9,17,2.39,0.82,1.22,53.01,202.13,91.13,104.32,6.81,62.06,62.72,2,96.2,0
38.77,51.71,3.22,10283,11,21,9,20,0.91,0.0,0.66,47.43,97.11,125.0,86.63,7.04,27.08,45.83,3,35.46,5
76.49,57.59,7.43,35181,36,51,14,12,0.76,2.45,1.11,69.63,345.62,150.72,40.71,7.93,73.29,88.04,6,64.94,0
17.39,51.77,1.25,21426,22,11,3,22,0.39,0.48,0.01,37.44,30.37,148.57,107.32,9.37,65.44,60.29,3,14.66,1
59.91,55.85,4.99,11296,12,34,9,19,1.62,1.53,1.43,48.32,210.17,137.05,144.64,8.54,35.38,53.67,4,55.96,4
32.53,32.74,2.94,30553,31,18,5,15,1.27,0.73,0.61,24.56,113.83,121.16,99.15,5.41,53.0,63.27,1,103.22,4
62.77,64.05,4.27,34514,35,41,13,12,1.44,1.63,0.58,56.08,217.93,101.58,91.68,7.55,78.58,67.45,4,54.74,0
44.25,43.04,4.2,21412,22,29,5,18,1.33,1.14,0.37,34.26,177.28,158.93,95.8,7.5,52.02,56.75,3,53.66,4
50.68,60.95,4.49,19493,20,30,9,19,0.31,1.49,0.64,49.74,217.68,181.82,84.18,6.61,46.53,44.81,3,75.02,5
49.81,56.85,3.61,19127,20,38,11,17,1.78,1.71,1.09,48.13,147.54,117.98,104.14,8.0,43.62,47.68,2,74.74,3
42.91,47.41,6.62,23948,24,38,9,15,1.33,1.11,1.72,64.45,295.3,189.7,85.04,7.73,60.2,63.77,5,49.58,7
42.09,27.85,2.24,24002,25,21,6,21,1.22,0.52,0.59,42.06,86.27,212.19,76.24,5.88,71.19,43.84,1,86.3,1
57.15,36.12,5.16,11712,12,39,11,19,1.86,1.49,1.14,60.87,249.18,147.85,91.53,7.63,19.84,60.91,3,90.39,2
70.82,64.37,6.55,35837,36,49,12,11,3.07,1.93,1.37,79.57,252.53,130.36,98.12,7.54,75.9,73.97,5,46.84,7
61.5,58.95,5.66,29080,30,35,10,17,1.92,1.93,1.06,64.29,279.59,188.2,101.29,6.48,70.2,66.91,5,60.61,2
30.42,39.41,1.92,29654,30,11,3,25,1.0,0.93,0.38,22.31,85.04,186.05,120.53,8.02,70.61,26.07,3,33.29,6
63.31,44.94,5.55,11965,12,43,13,14,2.22,1.63,1.26,53.98,244.22,164.36,119.98,4.15,23.81,64.53,6,30.24,4
51.57,77.89,4.89,29434,30,40,8,14,0.94,0.47,0.67,62.17,210.97,137.92,107.96,7.38,65.1,64.91,5,35.88,7
46.98,56.84,3.28,27912,28,24,7,15,0.98,0.79,1.01,46.44,135.07,136.54,138.45,7.62,58.58,40.04,3,39.41,0
67.86,78.34,6.7,24389,25,39,11,12,1.77,0.81,2.19,53.87,317.29,102.86,89.02,6.34,50.86,71.78,6,60.5,0
63.63,40.31,6.38,26680,27,37,12,16,2.15,0.81,1.32,62.58,273.86,166.4,50.14,8.43,53.74,77.93,4,62.87,7
45.87,45.02,3.65,20183,21,28,8,17,1.12,1.07,0.0,51.33,129.59,197.16,89.51,7.68,45.94,46.63,3,45.44,1
65.17,58.82,5.88,14476,15,42,13,7,2.3,2.28,0.79,58.36,247.98,127.6,87.84,6.12,33.48,67.28,6,43.83,2
72.58,70.62,6.06,32191,33,48,15,12,1.37,1.49,1.24,67.59,257.11,74.51,50.32,8.74,73.69,71.69,6,39.7,0
50.34,60.43,4.13,10959,11,36,11,14,1.29,1.39,0.11,58.97,197.08,133.77,92.07,6.26,37.29,70.46,4,39.87,5
46.61,46.5,5.85,18809,19,45,10,18,2.04,1.26,1.02,49.74,230.12,126.56,107.86,5.15,31.64,64.21,4,61.09,4
73.09,71.27,6.2,30369,31,53,17,8,2.94,0.98,0.77,59.02,281.94,118.44,80.49,7.79,58.14,63.28,3,92.8,2
34.97,57.86,3.28,13326,14,32,7,17,0.87,0.24,1.17,43.86,157.13,124.79,104.78,6.77,25.38,53.16,2,85.13,5
40.39,35.38,2.39,15654,16,40,8,14,0.57,0.62,0.45,33.4,104.95,214.83,118.22,6.77,37.5,52.29,1,110.23,5
60.24,56.14,6.96,18983,19,43,11,14,2.59,0.96,1.02,60.79,277.23,125.31,63.48,6.7,43.95,68.61,6,42.29,3
64.73,64.51,6.19,30551,31,38,12,19,1.57,2.67,1.3,59.11,283.57,116.67,80.73,8.28,73.48,69.67,6,42.99,7
56.52,47.74,5.68,27443,28,37,8,19,1.72,0.55,1.45,43.52,265.81,191.72,51.81,5.8,51.9,50.06,5,47.82,3
71.9,56.43,5.08,18238,19,56,18,11,1.54,1.22,0.89,66.76,245.0,146.99,69.63,5.67,40.16,68.44,5,50.96,0
59.59,62.21,7.31,21050,22,46,14,11,0.23,1.91,2.17,64.18,306.8,123.0,66.21,5.32,44.33,74.28,6,54.18,2
59.46,46.63,5.79,26251,27,46,11,14,1.63,2.42,0.49,71.37,278.87,186.94,65.75,6.64,42.35,63.84,5,62.05,1
89.72,66.78,6.78,38018,39,49,19,11,1.54,1.12,1.47,63.01,283.1,81.87,78.0,7.75,70.89,78.66,6,45.83,7
28.32,43.04,1.65,13565,14,14,5,15,0.18,0.2,0.53,30.51,81.89,206.19,107.73,7.69,43.88,42.97,2,44.24,5
49.68,54.4,4.86,15404,16,47,14,17,0.89,0.5,1.32,38.76,191.77,156.6,116.4,8.8,32.54,68.71,3,66.93,4
34.83,51.46,3.88,11357,12,30,8,16,1.36,1.45,0.59,48.63,152.1,125.13,127.45,6.98,19.97,59.24,2,81.82,5
80.18,73.48,8.4,21700,22,55,18,11,1.45,2.15,1.89,73.06,393.9,82.92,53.27,6.71,47.94,84.92,6,62.42,0
67.91,59.22,6.67,35756,36,57,15,15,1.05,1.11,1.76,79.41,329.94,169.78,51.07,8.09,81.69,84.27,7,54.42,0
59.7,79.55,7.39,22443,23,42,11,16,3.48,0.59,1.05,69.2,344.81,112.85,65.06,5.31,36.53,63.91,4,94.63,2
31.53,39.19,2.77,26343,27,16,5,19,0.05,1.6,0.3,39.18,153.18,207.77,107.41,7.96,67.02,42.52,3,49.75,1
42.25,43.23,3.82,15500,16,25,8,18,0.84,0.77,0.47,30.29,150.38,175.07,114.63,6.98,33.99,45.95,5,26.32,1
27.22,50.37,2.18,18282,19,10,4,22,1.02,0.76,0.61,30.16,79.22,190.45,124.78,7.76,47.88,50.19,3,19.22,3
67.19,58.58,7.38,36962,37,43,15,9,1.52,1.27,2.3,58.68,357.12,150.87,68.44,8.06,72.5,55.68,3,120.0,2
30.45,48.0,2.58,3853,4,17,8,20,0.17,0.38,0.31,36.72,125.87,179.67,119.4,7.03,29.02,32.39,1,118.35,2
39.8,31.23,2.64,14264,15,18,6,18,0.1,1.18,0.53,31.98,142.91,195.53,155.49,7.71,29.27,51.46,3,44.89,1
58.0,60.84,3.76,4143,5,32,10,22,1.02,0.0,1.36,44.51,176.52,192.65,107.08,8.12,23.85,59.75,4,44.39,5
73.03,61.13,8.22,20180,21,50,18,12,3.86,1.37,1.58,75.75,397.24,83.66,82.44,6.08,39.34,70.67,6,61.91,2
48.43,49.09,3.69,24541,25,31,11,16,0.78,1.34,0.34,45.42,135.18,184.48,139.99,8.15,60.18,53.63,1,120.0,5
73.27,52.33,6.78,22581,23,46,15,9,0.93,3.03,1.47,55.97,315.41,135.9,114.83,7.54,49.55,77.22,6,50.49,0
78.56,67.27,6.39,21262,22,46,17,11,1.6,2.06,0.9,66.48,281.27,142.58,19.42,5.78,43.39,74.32,7,40.49,0
26.23,43.88,3.09,21286,22,11,0,30,0.38,0.59,0.6,29.23,155.23,198.12,142.45,5.53,59.66,45.71,1,120.0,6
24.15,24.78,2.54,22306,23,13,6,22,0.52,0.39,0.49,21.65,108.44,254.04,146.66,4.14,48.16,42.79,3,38.58,1
73.67,52.54,7.62,7960,8,49,13,11,3.83,1.68,1.35,69.41,345.17,138.61,55.85,5.65,20.77,81.58,5,74.12,3
83.33,62.9,9.01,30407,31,54,17,14,2.91,1.88,1.84,71.05,410.4,169.28,25.11,7.78,60.15,80.97,6,65.7,2
78.09,57.24,7.42,14735,15,64,20,10,1.4,2.05,2.34,69.8,320.48,131.5,96.94,7.03,34.22,89.91,6,50.89,7
70.1,60.61,7.22,13965,14,48,15,9,2.42,1.84,1.71,57.94,323.13,172.66,72.88,6.89,22.99,79.22,5,68.46,4
21.9,27.37,3.73,10629,11,15,6,18,2.01,1.16,1.07,28.0,154.51,209.04,126.38,6.04,17.33,36.92,2,84.33,4
28.73,37.91,2.25,19248,20,17,8,22,0.0,0.57,0.65,29.89,77.64,221.72,140.41,7.47,49.78,33.89,3,25.2,1
72.52,58.76,7.35,22633,23,43,13,13,1.99,0.84,1.67,60.87,282.4,132.34,117.97,6.72,45.93,67.21,5,62.0,2
56.52,68.26,4.46,18757,19,31,9,13,1.24,0.62,1.3,54.6,233.16,88.08,76.26,8.82,44.34,57.21,4,48.14,0
57.37,66.52,5.02,19451,20,38,13,19,0.5,1.71,0.73,55.3,212.87,86.7,93.66,4.65,45.43,67.99,4,48.56,0
52.31,45.1,4.2,24601,25,41,10,18,0.9,1.27,0.56,41.98,240.34,131.04,105.56,4.39,58.92,62.14,4,63.03,2
61.67,66.86,5.51,17336,18,51,12,19,1.66,0.98,0.94,51.95,279.47,158.46,64.18,6.63,32.52,71.27,4,75.36,2
65.38,69.41,6.07,21967,22,46,16,15,3.15,1.17,1.78,65.38,249.24,97.04,51.02,6.0,50.36,76.39,4,63.17,0
40.44,40.79,2.77,10950,11,20,7,18,0.67,0.19,0.53,39.93,94.76,221.76,113.51,8.51,25.59,40.94,4,21.99,4
47.56,37.43,5.58,11312,12,29,4,9,2.23,1.1,0.48,26.79,253.44,205.29,99.33,5.81,22.03,67.83,6,48.65,3
48.81,57.37,5.83,20602,21,38,6,15,2.07,1.01,1.34,42.54,258.62,168.51,159.24,6.43,35.74,66.21,5,57.16,2
43.27,48.62,2.38,22172,23,19,9,19,0.53,0.09,0.29,41.5,116.31,207.39,160.2,7.09,48.94,51.4,2,62.57,1
30.26,39.35,3.31,13637,14,17,2,24,1.33,1.27,1.09,35.0,143.12,215.15,122.71,5.69,33.1,42.9,4,32.59,1
47.09,45.72,3.8,11475,12,32,8,15,1.88,1.1,0.11,42.03,179.34,194.61,137.72,8.96,27.2,57.72,3,58.49,3
63.71,56.76,4.82,25468,26,42,10,13,1.35,2.09,0.85,58.11,237.02,88.54,104.43,5.97,54.26,60.81,3,84.64,2
56.19,36.74,7.17,16029,17,56,8,16,1.52,3.12,1.15,54.93,366.77,110.04,108.62,8.18,30.84,72.99,7,52.79,1
41.54,35.01,3.02,28221,29,23,4,25,1.23,1.01,0.66,14.16,130.33,212.13,140.5,8.95,63.0,48.98,2,64.29,1
51.73,49.88,4.74,18346,19,33,14,16,2.18,1.12,1.47,72.37,225.87,133.07,42.42,6.88,49.89,63.94,3,80.18,7
50.02,52.13,4.59,10305,11,44,11,18,1.44,1.06,0.41,40.19,211.58,139.45,123.54,5.25,25.05,59.03,2,105.56,2
77.84,61.78,7.44,14680,15,55,17,8,2.49,0.76,1.3,73.79,300.64,148.47,71.44,6.43,30.93,81.5,8,37.06,0
39.25,56.68,3.53,24141,25,27,7,19,1.24,0.37,1.61,41.86,137.19,88.01,105.57,6.53,53.8,76.41,3,46.53,7
61.24,59.55,6.61,28455,29,40,11,18,2.49,2.19,1.98,43.29,295.08,108.61,93.55,7.78,57.13,68.96,6,52.16,3
44.04,49.29,2.57,29322,30,23,11,18,0.47,1.34,0.63,32.3,93.11,126.12,84.3,7.11,82.01,35.62,2,44.3,1
65.45,55.09,6.2,22917,23,44,13,15,0.67,0.9,1.31,47.17,264.14,153.49,102.0,5.99,54.55,63.12,5,53.13,5
33.68,38.31,2.17,21843,22,21,4,23,0.96,0.45,0.07,17.31,102.57,206.13,104.04,8.26,58.64,52.53,3,32.22,1
58.04,55.77,4.86,11182,12,37,13,15,0.17,0.35,1.73,56.22,213.31,100.26,129.36,5.18,20.75,63.89,4,53.23,5
40.33,38.52,3.75,20205,21,35,5,20,0.97,0.92,1.42,36.76,136.36,150.35,128.24,7.37,42.11,46.91,2,73.08,5
52.13,47.31,3.28,29697,30,28,7,16,0.0,0.53,0.47,40.22,177.21,118.2,101.23,7.17,66.56,52.57,4,51.51,5
61.93,48.28,5.23,21073,22,51,14,14,2.11,1.22,1.75,41.68,215.52,162.47,42.17,7.34,44.24,67.79,5,38.65,3
51.7,51.28,5.35,26248,27,34,12,17,2.31,0.96,1.02,61.84,244.04,114.78,111.46,5.71,60.08,52.07,5,42.57,0
49.0,48.91,4.96,34925,35,41,10,18,0.87,0.61,0.49,40.98,253.39,157.26,117.35,7.86,68.55,57.5,4,68.66,1
65.78,47.68,4.67,20847,21,38,11,16,1.86,0.75,0.4,52.35,215.97,183.79,73.55,7.76,58.98,63.33,5,32.61,1
60.65,67.84,5.32,19105,20,38,14,11,1.67,1.71,0.95,60.71,183.31,68.6,61.44,7.54,41.0,72.57,5,39.13,0
28.96,20.47,2.8,17226,18,15,6,25,0.43,1.07,0.14,27.85,133.86,178.69,126.59,7.75,43.28,40.47,2,58.36,1
40.98,42.73,2.77,18172,19,20,0,26,0.49,0.11,0.0,56.02,140.16,168.51,113.14,6.18,51.07,47.79,2,57.27,1
37.12,44.82,3.9,25109,26,24,9,20,1.3,0.75,0.24,22.77,164.75,161.9,132.85,5.68,69.91,46.51,2,91.88,1
51.37,69.54,4.92,27616,28,28,12,17,2.25,1.46,0.0,51.2,243.13,125.72,90.42,8.89,51.06,54.91,4,63.9,3
55.67,43.35,3.59,20042,21,21,8,23,0.59,1.77,0.47,51.52,150.02,150.34,90.55,5.49,34.68,57.4,3,49.76,1
50.67,52.07,4.93,20299,21,30,6,15,2.54,0.52,0.87,47.62,233.51,62.9,103.7,6.0,58.58,63.65,5,54.35,7
39.42,55.13,4.68,30707,31,58,5,18,1.36,0.59,1.77,33.34,220.02,197.58,108.66,8.19,74.16,37.91,4,52.97,7
88.64,66.31,6.64,12477,13,47,15,17,2.34,1.87,1.91,63.01,310.11,95.75,86.13,7.45,35.85,66.86,4,72.55,2
21.42,39.56,1.82,12107,13,13,1,24,0.33,0.77,0.3,11.0,66.14,230.58,153.24,10.0,37.41,45.91,2,36.58,1
44.63,50.1,2.96,14679,15,33,9,15,1.11,0.84,1.05,58.68,122.97,132.42,83.59,8.13,27.81,62.55,3,40.18,5
64.44,65.01,6.55,32089,33,43,13,11,1.29,0.62,1.07,68.68,305.88,119.8,85.27,8.66,74.03,77.64,5,63.24,7
75.22,79.34,6.26,11891,12,64,16,11,1.67,1.62,1.05,92.04,292.0,86.95,76.02,7.98,26.27,82.36,4,75.5,0
50.29,55.75,3.97,29193,30,36,11,13,1.62,0.6,1.15,50.99,163.75,208.91,88.11,4.12,67.99,67.3,3,61.46,0
51.99,49.3,4.36,25903,26,32,13,21,0.8,1.31,0.76,33.36,142.32,169.09,70.8,7.69,60.82,60.09,4,35.26,4
42.22,40.22,3.83,18592,19,25,5,15,1.2,1.44,1.03,31.76,148.47,189.15,121.76,5.99,54.52,72.05,3,51.24,4
44.68,50.48,3.4,18528,19,27,12,13,1.47,1.42,0.47,49.11,166.83,151.75,116.44,7.08,45.65,54.86,2,87.54,5
52.45,61.02,5.76,30525,31,47,9,12,1.85,2.46,1.44,44.65,294.31,140.52,107.43,5.69,69.4,71.78,5,51.86,3
51.07,59.43,5.89,19768,20,36,7,22,1.68,1.92,1.61,48.65,267.13,147.89,116.69,6.66,39.27,49.64,6,39.06,6
47.81,41.45,4.02,19027,20,28,8,15,1.95,0.43,1.37,32.67,183.18,166.68,97.38,5.13,46.44,58.0,1,120.0,2
40.63,44.59,3.22,29538,30,36,8,14,1.41,1.44,0.7,44.1,147.94,173.57,95.23,8.93,80.75,53.24,3,57.05,7
72.11,69.99,7.63,22505,23,59,19,6,4.34,2.05,1.33,80.14,350.2,107.49,54.67,6.87,39.34,83.6,7,56.13,7
69.74,59.27,6.44,34548,35,55,16,12,2.81,0.92,1.6,66.74,288.57,135.47,79.93,4.15,74.72,64.39,7,41.34,0
58.47,63.04,6.85,8279,9,40,9,11,2.84,2.29,0.7,60.64,290.99,88.3,32.59,7.93,20.48,84.87,5,54.37,3
80.56,59.79,7.66,15961,16,60,18,10,3.03,1.68,1.52,74.26,333.96,110.23,72.44,8.0,35.45,71.7,7,49.76,2
46.86,32.94,4.04,21358,22,25,7,17,1.87,0.44,0.62,42.95,178.65,168.86,76.08,8.98,53.99,54.06,4,39.82,6
58.81,52.47,6.59,27332,28,39,12,16,2.68,1.77,1.15,53.5,295.87,118.67,86.53,6.0,60.12,60.98,6,52.75,3
44.34,30.47,4.72,23171,24,21,2,17,0.5,1.38,0.62,11.99,206.58,187.97,86.35,6.44,49.4,45.28,5,35.84,4
66.53,56.62,6.91,30795,31,51,14,16,2.98,0.96,1.01,53.1,285.67,192.39,90.04,8.55,76.42,57.29,6,48.76,0
61.48,62.49,5.05,12053,13,37,9,22,1.67,2.26,1.07,45.26,233.05,128.56,127.75,6.77,34.5,64.16,5,54.82,5
27.08,25.29,2.28,16995,17,32,7,23,0.57,0.87,0.09,39.49,89.63,168.3,118.56,5.45,52.63,48.25,1,93.1,1
66.51,69.84,8.22,26318,27,62,17,12,3.7,3.53,1.98,86.95,347.55,127.32,49.37,8.29,63.28,92.06,7,54.36,7
67.33,65.49,4.6,16925,17,48,13,14,0.81,0.64,0.91,72.99,231.35,82.2,83.35,6.25,34.48,62.96,4,56.05,5
37.33,36.85,3.85,26959,27,20,7,19,0.73,0.62,1.23,39.07,169.22,217.58,155.38,6.72,73.09,52.71,4,53.03,1
44.15,52.98,5.4,14751,15,31,8,18,1.48,1.85,1.3,42.48,228.17,170.0,80.46,6.38,25.96,68.55,4,65.3,4
72.06,62.49,5.82,14062,15,42,10,12,1.68,0.73,0.78,50.48,270.22,45.42,71.17,6.09,32.76,57.19,4,68.46,2
48.67,39.13,4.31,10437,11,24,9,15,1.89,0.83,0.47,42.88,195.5,135.42,125.14,6.5,17.61,46.9,3,77.31,3
54.82,61.43,7.16,31430,32,41,13,15,2.89,0.94,1.24,75.01,292.45,74.75,93.58,5.61,62.59,63.44,6,43.35,2
73.5,61.93,7.0,27954,28,47,16,15,2.95,1.89,1.18,81.53,325.32,146.84,96.35,8.69,54.0,83.46,5,67.21,2
62.29,56.34,6.19,17126,18,36,12,17,2.41,0.77,1.52,62.1,261.96,159.31,122.08,7.81,51.26,77.22,5,53.0,7
62.22,61.9,6.78,15727,16,47,11,6,1.31,1.47,1.21,65.89,308.3,153.94,107.35,6.46,27.52,75.66,5,60.89,5
67.36,67.58,5.45,28399,29,40,13,13,2.27,1.93,2.1,78.17,257.58,132.89,76.23,7.39,66.18,76.89,5,52.21,7
39.37,52.07,2.25,27816,28,27,8,18,1.1,1.14,0.11,43.64,117.41,150.2,83.02,8.21,70.04,56.49,2,60.64,1
28.3,31.0,2.43,32678,33,17,5,15,1.03,0.72,0.54,36.4,125.9,249.7,142.29,8.68,62.77,39.47,3,38.37,1
54.69,55.04,4.84,10422,11,31,10,14,1.54,1.17,1.41,45.46,191.46,148.9,107.07,7.68,15.06,44.47,3,62.88,3
54.89,49.8,3.95,18381,19,37,10,18,1.03,0.77,0.92,49.35,182.19,169.62,49.26,7.86,29.06,74.38,3,62.24,1
60.22,46.61,5.84,6697,7,39,15,15,1.82,1.73,0.63,48.0,265.07,197.29,84.83,7.22,21.65,63.81,4,63.62,5
38.11,42.13,4.36,19945,20,29,4,19,1.35,0.56,1.02,29.23,173.72,212.56,142.03,6.4,42.78,48.06,3,57.09,1
68.46,57.48,6.6,23582,24,47,12,17,0.6,1.97,1.39,66.0,321.33,169.35,122.73,5.62,46.44,67.99,6,55.07,6
44.06,52.29,5.54,27937,28,34,11,17,2.51,0.95,1.59,44.52,216.82,137.03,105.85,7.48,53.57,51.82,6,42.01,4
38.35,28.2,3.92,33042,34,28,6,22,1.79,1.72,0.76,43.12,174.41,178.51,104.4,6.24,72.68,57.01,1,120.0,6
54.47,50.76,5.76,20579,21,44,12,16,2.36,0.91,0.46,57.62,264.59,168.78,76.48,5.12,43.93,50.7,5,45.35,1
53.02,52.12,4.3,21994,22,27,10,14,0.0,0.84,0.58,41.87,182.37,142.77,92.88,5.32,47.17,58.54,2,93.7,5
31.28,33.29,3.26,31238,32,13,4,22,0.78,0.93,1.28,44.66,163.04,193.72,134.56,8.76,72.58,18.44,3,44.67,1
41.84,44.35,4.02,8658,9,34,9,15,1.9,0.55,0.38,29.99,175.68,186.61,80.7,5.99,13.78,60.3,2,83.93,5
58.12,52.22,5.43,24221,25,34,11,17,1.73,1.52,1.05,34.32,222.74,162.32,108.37,5.69,47.84,59.29,5,38.36,3
66.37,68.7,6.12,16953,17,43,13,12,2.28,1.69,1.55,58.49,292.16,158.82,111.6,5.91,30.41,58.29,5,53.27,4
28.7,31.17,1.96,14785,15,17,0,21,0.55,0.01,0.49,29.26,85.09,197.38,139.29,5.39,36.53,40.5,1,77.64,5
28.75,36.71,2.06,14234,15,10,8,24,0.56,0.19,0.27,39.41,102.04,199.0,101.39,7.45,43.85,34.4,2,41.98,1
66.21,59.46,7.22,26500,27,48,15,13,2.63,1.54,1.99,61.82,314.89,115.97,65.83,6.38,54.67,84.74,6,55.58,7
44.84,42.79,4.67,9404,10,31,8,14,1.68,0.81,1.31,36.43,201.45,160.46,108.74,6.71,22.5,54.96,5,41.47,4
65.53,66.92,5.88,10292,11,31,11,14,1.44,0.86,1.59,46.19,226.27,126.78,117.01,7.03,35.62,77.43,5,39.65,4
63.57,56.52,5.9,30083,31,42,14,16,2.68,1.83,2.0,70.71,286.19,120.23,83.61,4.49,78.4,58.39,6,49.68,7
32.5,42.16,4.35,39586,40,29,12,14,1.03,0.08,1.33,45.79,204.02,210.17,107.59,7.85,83.52,62.12,5,43.32,1
32.33,37.41,3.18,17689,18,23,6,15,0.17,0.91,0.3,36.19,175.62,156.83,154.77,7.73,48.05,39.03,3,61.25,5
39.84,43.95,4.29,13105,14,22,8,19,0.44,1.88,0.69,45.41,200.08,206.29,92.3,8.59,30.3,61.09,4,55.21,1
57.69,61.4,4.85,22155,23,36,8,13,1.73,1.23,0.63,56.58,240.21,158.01,80.57,7.07,42.2,69.95,4,59.52,5
69.5,58.3,7.76,19108,20,42,13,14,3.59,1.78,2.4,72.56,344.66,95.88,81.38,7.71,31.72,76.34,6,65.76,2
80.0,80.24,7.98,34702,35,67,19,11,0.81,0.9,0.77,76.36,351.5,27.59,57.07,5.98,75.31,78.03,6,67.56,0
68.58,48.74,6.06,21655,22,41,11,14,0.62,1.81,0.43,36.68,256.97,119.39,104.21,6.47,45.25,84.63,4,64.3,2
81.27,67.67,7.72,28201,29,52,16,11,3.15,2.88,0.96,80.11,351.49,139.74,63.0,7.8,52.9,64.3,7,38.48,0
67.59,64.64,6.45,27909,28,53,14,11,1.63,2.39,1.99,51.07,266.09,91.19,42.7,7.62,64.62,70.38,5,54.9,7
55.23,53.92,4.89,20223,21,44,12,18,1.26,0.76,0.72,63.35,215.44,134.92,82.07,5.25,40.49,64.88,3,81.85,2
70.15,51.18,6.93,18267,19,45,15,14,2.29,2.6,1.16,63.08,293.91,249.4,54.4,7.37,27.97,82.65,7,43.65,4
56.15,48.55,4.81,39104,40,37,9,10,0.9,1.15,1.17,37.81,169.5,210.82,96.49,8.11,84.53,56.48,4,33.56,1
50.78,47.15,4.49,28168,29,26,10,21,0.9,1.66,1.72,35.59,179.83,164.76,150.26,4.54,71.88,44.25,2,99.86,2
71.4,72.45,6.78,28453,29,47,13,5,1.87,2.8,1.66,75.76,287.23,165.22,82.11,7.15,56.11,74.96,4,76.15,0
68.17,67.65,6.36,24478,25,53,18,15,1.04,1.4,1.53,50.95,305.34,98.97,93.05,8.39,59.26,62.36,5,56.58,7
52.96,50.83,6.23,29433,30,38,10,21,3.57,1.71,1.88,47.28,306.96,93.25,92.02,6.41,61.36,60.1,5,66.08,3
52.96,49.99,5.58,14073,15,38,15,13,1.29,2.03,1.36,36.8,235.68,200.93,93.55,8.0,41.25,65.19,4,64.92,4
34.53,41.43,2.39,29330,30,26,8,19,0.39,0.61,0.47,32.49,121.98,159.69,130.31,6.05,75.94,53.49,1,120.0,6
52.75,53.53,4.8,22327,23,38,5,13,1.3,1.8,0.39,39.27,212.57,120.37,90.04,5.87,56.71,48.42,4,59.88,6
30.69,38.95,2.94,28034,29,15,3,17,1.27,0.96,1.17,30.09,132.67,184.88,115.08,5.9,61.06,26.51,3,44.43,6
53.33,50.75,3.76,16419,17,31,11,14,1.19,1.09,0.01,43.36,181.52,149.53,96.97,8.17,36.45,56.77,3,50.41,5
62.86,55.86,6.68,23038,24,47,16,10,3.07,0.96,0.99,59.7,320.88,165.84,71.84,6.64,42.49,76.29,6,57.92,3
53.33,67.55,5.2,29558,30,43,10,10,1.46,0.42,0.97,39.99,261.19,133.82,90.93,4.81,65.57,60.27,3,87.49,0
46.0,38.32,4.82,26156,27,28,11,21,1.54,0.58,1.65,49.19,196.01,226.95,102.99,6.53,69.76,44.16,2,97.74,1
39.22,54.48,3.84,17268,18,27,5,19,1.61,0.77,0.29,63.68,157.78,151.47,93.77,5.26,32.38,52.88,3,52.67,5
55.28,62.73,3.79,15905,16,29,7,16,0.65,1.09,0.89,48.49,179.28,127.77,122.06,6.52,42.89,51.7,2,90.84,6
72.75,75.36,7.42,30786,31,52,15,12,2.2,1.73,1.69,69.1,341.48,82.06,79.23,7.23,55.7,83.05,6,66.37,2
58.96,46.57,6.59,20582,21,38,10,15,2.35,3.01,1.53,55.22,316.67,143.42,63.38,6.81,48.25,46.81,3,108.52,2
63.76,64.58,5.35,32221,33,46,18,6,1.46,1.74,0.72,74.51,256.44,71.38,68.0,6.87,81.97,63.38,4,54.55,7
67.01,56.17,7.35,21663,22,54,14,15,0.63,2.25,1.59,73.82,350.41,155.92,89.66,8.14,37.13,86.72,5,70.96,7
57.72,54.73,5.04,25994,26,44,12,13,1.57,1.83,1.39,56.23,208.08,123.51,54.78,5.31,58.12,73.09,4,54.17,2
37.52,22.47,3.07,24568,25,15,4,26,0.0,0.26,0.3,16.79,110.4,250.94,121.19,6.08,59.87,51.47,2,59.4,1
57.17,44.19,5.95,36819,37,37,10,15,1.8,1.79,1.57,58.04,271.69,175.68,118.04,7.09,72.17,63.44,5,55.95,2
78.64,63.78,7.07,25943,26,48,17,10,0.68,2.55,1.05,69.45,307.24,116.33,94.56,6.25,56.73,74.89,6,49.32,0
79.01,70.85,7.82,23248,24,50,15,7,3.58,2.1,1.93,69.77,300.89,79.01,55.47,7.51,48.62,69.45,7,43.34,0
56.17,67.93,6.17,22196,23,49,10,15,0.52,1.35,0.48,59.58,271.87,85.54,130.28,7.72,47.1,58.34,5,58.97,0
34.24,30.3,2.44,21790,22,22,3,21,0.87,0.14,0.29,10.16,98.1,179.28,122.27,7.57,61.74,55.85,1,99.31,1
